fe_id,control_sample,version,period,estimate,se,lower,upper
24,never,original,post,66.669564720408,14.9442774487626,37.3787809208333,95.9603485199827
24,never,rotated,pre,6.52054784314501,1.77327362270739,3.04493154263853,9.99616414365149
24,never,rotated,post,77.7616479128773,16.7903587301752,44.852544801734,110.670751024021
25,never,original,pre,36.2998017950341,8.17170868538357,20.2832527716823,52.3163508183859
25,never,original,post,67.0767570876416,14.9481137389616,37.7784541592768,96.3750600160064
25,never,rotated,pre,6.56711390854092,1.77341216946892,3.09122605638184,10.0430017607
25,never,rotated,post,78.2265150450765,16.7943587538364,45.3095718875572,111.143458202596
26,never,original,pre,35.6384775220963,8.19520485005349,19.5758760159915,51.7010790282012
26,never,original,post,70.3653751057479,14.8667996827147,41.226447727627,99.5043024838687
26,never,rotated,pre,6.82646171373987,1.78010723794318,3.33745152737124,10.3154719001085
26,never,rotated,post,81.1698810338816,16.7118038161569,48.414745554214,113.925016513549
27,never,original,pre,14.6851705811873,8.33950324442418,-1.66025577788413,31.0305969402587
27,never,original,post,71.0985459965154,15.2206847862424,41.2660038154804,100.93108817755
27,never,rotated,pre,-2.20265396091387,1.80019480212662,-5.73103577308204,1.3257278512543
27,never,rotated,post,77.4314801998033,16.9935394118022,44.124142952671,110.738817446936
28,never,original,pre,34.7404064113155,7.76610565076691,19.5188393358123,49.9619734868186
28,never,original,post,72.5088868348619,14.1174592946832,44.8386666172829,100.179107052441
28,never,rotated,pre,6.89750261941599,1.66176784704231,3.64043763921306,10.1545675996189
28,never,rotated,post,82.9499757568242,15.8128118871269,51.9568644580555,113.943087055593
29,never,original,pre,34.7421496708245,7.76600083214975,19.520788039811,49.963511301838
29,never,original,post,72.5117247611424,14.1172783586813,44.841859178127,100.181590344158
29,never,rotated,pre,6.89795576578862,1.66176840159197,3.64088969866835,10.1550218329089
29,never,rotated,post,82.9532974755308,15.8125810164251,51.9606386833376,113.945956267724
30,never,original,pre,34.7471567025162,7.76613691145065,19.5255283560729,49.9687850489595
30,never,original,post,72.5200786676809,14.1175806168755,44.8496206586049,100.190536676757
30,never,rotated,pre,6.89928623353953,1.6617979188178,3.64216231265665,10.1564101544224
30,never,rotated,post,82.9630300935471,15.8129338838216,51.9696796812569,113.956380505837
31,never,original,pre,36.1859688019882,8.1712752983381,20.1702692172455,52.2016683867309
31,never,original,post,66.8474674987357,14.9465372522088,37.5522544844065,96.1426805130649
31,never,rotated,pre,6.54077760509747,1.77333426405296,3.06504244755368,10.0165127626413
31,never,rotated,post,77.9644141975697,16.7926629727932,45.0507947708951,110.878033624244
32,never,original,pre,34.7421885187779,7.76608308945734,19.5206656634415,49.9637113741142
32,never,original,post,72.511714117157,14.1174096115291,44.8415912785599,100.181836955754
32,never,rotated,pre,6.8979623865161,1.6617707695899,3.6408916781199,10.1550330949123
32,never,rotated,post,82.9532989167551,15.8127507009465,51.9603075428999,113.94629029061
