reg,ll0,r2_within,sumweights,N_clustervars,N_clust1,N_clust,drop_singletons,report_constant,ymean,ymean2,acq,N,N_hdfe,N_full,rank,df_m,ic,converged,num_singletons,df_a,df_r,tss,tss_within,rss,mss,r2,r2_a,F,r2_a_within,rmse,ll,_estimates_name,properties,vcetype,vce,clustvar,clustvar1,title3,depvar,indepvars,model,title,title2,absvars,marginsnotok,predict,estat_cmd,cmdline,flinejl,cmdlinejl,cmd,_r_z__CL,_r_z_abs__CL,smpl,fespec,mod,controls
evreg1,-66721353.19279812,.0227720240120759,7515055,1,9935,9935,1,0,439.5555615837712,,407,7515055,3,7515055,20,20,30,1,0,73552,9935,22651768278778.29,20923002747952.41,20446543626971.3,2205224651806.984,.097353311435425,.0884292005391986,184.5031258399515,.0227693975786729,1657.601781343401,-66336491.94747625,evreg1,b V,Robust,cluster,ac_elec_yr,ac_elec_yr,Statistics cluster-robust,countk,ib8.relative_year_bin_aux##ib0.treat##ib0.moderator wind_direction av_wind_speed,ols,HDFE linear regression with Julia,Absorbing 3 HDFE groups,i.unique_small_grid_id_cohort i.province_cohort#c.monthyear i.province_cohort#i.election_year,Residuals SCore,reghdfejl_p,reghdfejl_estat,"reghdfejl countk ib8.relative_year_bin_aux##ib0.treat##ib0.moderator wind_direction av_wind_speed if 1, absorb(unique_small_grid_id_cohort province_cohort#c.monthyear province_cohort#election_year) vce(cluster ac_elec_yr)",f = @formula(countk ~ relative_year_bin_aux + treat + relative_year_bin_aux&treat + relative_year_bin_aux + treat + relative_year_bin_aux&treat + wind_direction + av_wind_speed  + fe( unique_small_grid_id_cohort ) + fe( province_cohort )&( mont,"reg(df, f     , Vcov.cluster(:ac_elec_yr)       , maxiter=16000 , contrasts=Dict{Symbol, DummyCoding}(:treat=>DummyCoding(base=0),  :relative_year_bin_aux=>DummyCoding(base=8), ))",reghdfejl,t,|t|,Rural,fe1,moderator,notyet
evreg2,-66721353.19279812,.0228134003821446,7515055,1,9935,9935,1,0,439.5555615837712,433.9672752906602,407,7515055,3,7515055,40,40,30,1,0,73552,9935,22651768278778.29,20923002747952.41,20445677909066.66,2206090369711.633,.0973915299927577,.0884653470746538,95.85679049509031,.0228081477236305,1657.568916559022,-66336332.84832671,evreg2,b V,Robust,cluster,ac_elec_yr,ac_elec_yr,Statistics cluster-robust,countk,ib8.relative_year_bin_aux##ib0.treat##ib0.downup_ac_pop wind_direction av_wind_speed,ols,HDFE linear regression with Julia,Absorbing 3 HDFE groups,i.unique_small_grid_id_cohort i.province_cohort#c.monthyear i.province_cohort#i.election_year,Residuals SCore,reghdfejl_p,reghdfejl_estat,"reghdfejl countk ib8.relative_year_bin_aux##ib0.treat##ib0.downup_ac_pop wind_direction av_wind_speed if 1, absorb(unique_small_grid_id_cohort province_cohort#c.monthyear province_cohort#election_year) vce(cluster ac_elec_yr)",f = @formula(countk ~ relative_year_bin_aux + treat + relative_year_bin_aux&treat + downup_ac_pop + relative_year_bin_aux&downup_ac_pop + treat&downup_ac_pop + relative_year_bin_aux&treat&downup_ac_pop + wind_direction + av_wind_speed  + fe( un,"reg(df, f     , Vcov.cluster(:ac_elec_yr)       , maxiter=16000 , contrasts=Dict{Symbol, DummyCoding}(:downup_ac_pop=>DummyCoding(base=0),  :treat=>DummyCoding(base=0),  :relative_year_bin_aux=>DummyCoding(base=8), ))",reghdfejl,t,|t|,Rural,fe1,downup_ac_pop,notyet
evreg3,-66721353.19279812,.0228474955531042,7515055,1,9935,9935,1,0,439.5555615837712,528.2918658332312,407,7515055,3,7515055,38,38,30,1,0,73552,9935,22651768278778.29,20923002747952.41,20444964535710.98,2206803743067.313,.0974230230464964,.0884973965526499,103.935232920387,.0228425057029648,1657.539776314427,-66336201.74155794,evreg3,b V,Robust,cluster,ac_elec_yr,ac_elec_yr,Statistics cluster-robust,countk,ib8.relative_year_bin_aux##ib0.treat##ib0.rice_area_aclvl_ahigh wind_direction av_wind_speed,ols,HDFE linear regression with Julia,Absorbing 3 HDFE groups,i.unique_small_grid_id_cohort i.province_cohort#c.monthyear i.province_cohort#i.election_year,Residuals SCore,reghdfejl_p,reghdfejl_estat,"reghdfejl countk ib8.relative_year_bin_aux##ib0.treat##ib0.rice_area_aclvl_ahigh wind_direction av_wind_speed if 1, absorb(unique_small_grid_id_cohort province_cohort#c.monthyear province_cohort#election_year) vce(cluster ac_elec_yr)",f = @formula(countk ~ relative_year_bin_aux + treat + relative_year_bin_aux&treat + rice_area_aclvl_ahigh + relative_year_bin_aux&rice_area_aclvl_ahigh + treat&rice_area_aclvl_ahigh + relative_year_bin_aux&treat&rice_area_aclvl_ahigh + wind_dir,"reg(df, f     , Vcov.cluster(:ac_elec_yr)       , maxiter=16000 , contrasts=Dict{Symbol, DummyCoding}(:rice_area_aclvl_ahigh=>DummyCoding(base=0),  :treat=>DummyCoding(base=0),  :relative_year_bin_aux=>DummyCoding(base=8), ))",reghdfejl,t,|t|,Rural,fe1,rice_area_aclvl_ahigh,notyet
evreg4,-66721353.19279812,.0228842005521407,7515055,1,9935,9935,1,0,439.5555615837712,587.9482136830518,407,7515055,3,7515055,38,38,30,1,0,73552,9935,22651768278778.29,20923002747952.41,20444196556915.27,2207571721863.016,.0974569267482406,.0885316355297072,103.6744875534597,.022879210889436,1657.508644752586,-66336060.59405736,evreg4,b V,Robust,cluster,ac_elec_yr,ac_elec_yr,Statistics cluster-robust,countk,ib8.relative_year_bin_aux##ib0.treat##ib0.rice_harvarea_aclvl_ahigh wind_direction av_wind_speed,ols,HDFE linear regression with Julia,Absorbing 3 HDFE groups,i.unique_small_grid_id_cohort i.province_cohort#c.monthyear i.province_cohort#i.election_year,Residuals SCore,reghdfejl_p,reghdfejl_estat,"reghdfejl countk ib8.relative_year_bin_aux##ib0.treat##ib0.rice_harvarea_aclvl_ahigh wind_direction av_wind_speed if 1, absorb(unique_small_grid_id_cohort province_cohort#c.monthyear province_cohort#election_year) vce(cluster ac_elec_yr)",f = @formula(countk ~ relative_year_bin_aux + treat + relative_year_bin_aux&treat + rice_harvarea_aclvl_ahigh + relative_year_bin_aux&rice_harvarea_aclvl_ahigh + treat&rice_harvarea_aclvl_ahigh + relative_year_bin_aux&treat&rice_harvarea_aclvl_,"reg(df, f     , Vcov.cluster(:ac_elec_yr)       , maxiter=16000 , contrasts=Dict{Symbol, DummyCoding}(:rice_harvarea_aclvl_ahigh=>DummyCoding(base=0),  :treat=>DummyCoding(base=0),  :relative_year_bin_aux=>DummyCoding(base=8), ))",reghdfejl,t,|t|,Rural,fe1,rice_harvarea_aclvl_ahigh,notyet
evreg5,-66721353.19279812,.0228812861432818,7515055,1,9935,9935,1,0,439.5555615837712,579.4962934068207,407,7515055,3,7515055,38,38,30,1,0,73552,9935,22651768278778.29,20923002747952.41,20444257535099.84,2207510743678.453,.0974542347648241,.0885289169251391,103.1419854081841,.0228762964656946,1657.511116647053,-66336071.80148549,evreg5,b V,Robust,cluster,ac_elec_yr,ac_elec_yr,Statistics cluster-robust,countk,ib8.relative_year_bin_aux##ib0.treat##ib0.rice_prod_aclvl_ahigh wind_direction av_wind_speed,ols,HDFE linear regression with Julia,Absorbing 3 HDFE groups,i.unique_small_grid_id_cohort i.province_cohort#c.monthyear i.province_cohort#i.election_year,Residuals SCore,reghdfejl_p,reghdfejl_estat,"reghdfejl countk ib8.relative_year_bin_aux##ib0.treat##ib0.rice_prod_aclvl_ahigh wind_direction av_wind_speed if 1, absorb(unique_small_grid_id_cohort province_cohort#c.monthyear province_cohort#election_year) vce(cluster ac_elec_yr)",f = @formula(countk ~ relative_year_bin_aux + treat + relative_year_bin_aux&treat + rice_prod_aclvl_ahigh + relative_year_bin_aux&rice_prod_aclvl_ahigh + treat&rice_prod_aclvl_ahigh + relative_year_bin_aux&treat&rice_prod_aclvl_ahigh + wind_dir,"reg(df, f     , Vcov.cluster(:ac_elec_yr)       , maxiter=16000 , contrasts=Dict{Symbol, DummyCoding}(:rice_prod_aclvl_ahigh=>DummyCoding(base=0),  :treat=>DummyCoding(base=0),  :relative_year_bin_aux=>DummyCoding(base=8), ))",reghdfejl,t,|t|,Rural,fe1,rice_prod_aclvl_ahigh,notyet
