reg,var,beta,ymean,cov1,cov2,cov3,cov4,cov5,cov6,cov7,cov8,cov9,cov10,cov11,cov12,cov13,cov14,cov15,cov16,cov17,cov18,cov19,cov20,cov21,cov22,cov23,cov24,cov25,cov26,cov27,cov28,cov29,cov30,cov31,cov32,cov33,cov34,cov35,cov36,cov37,cov38,cov39,cov40,cov41,cov42,cov43,cov44,cov45,cov46,cov47,cov48,cov49
evreg2,12.relative_year_bin_aux#1.treat,-69.14249891722176,93.64657635546959,0,0,0,0,0,0,0,0,0,0,0,0,0,.004267421625767,-3.957316761213585,14.42477111436386,13.6014643195016,13.27152531026358,13.5298059177077,13.39390121965933,15.33315533824042,14.49966760431722,17.24422993117729,19.42121363011754,20.49536175033075,52.62839037804451,10.22897958350428,11.30897427292642,11.05208992335552,10.33439082665345,10.74603415210972,10.69312726431305,13.68658021697111,15.7373675247304,16.63160983734655,17.82451403612877,23.8916830856551,0,-13.86179148506055,-14.23328936471919,-13.17765174410463,-13.59873734922011,-13.96841676853721,-17.35455145611114,-18.24407694035334,-19.20387826880029,-21.43909146089958,-23.11723030791171,-53.91144491735783
evreg2,1bn.relative_year_bin_aux#1.rice_prod_aclvl_ahigh,561.135453476847,93.64657635546959,0,0,0,0,0,0,0,0,0,0,0,0,0,-.0046018290228032,10.21998969797663,-18.55490938562508,8.13257519820503,8.729383998367616,9.234542765790621,10.14680526056657,8.77799184014725,7.800434784709915,8.682821521503291,9.015095793944415,9.33868933507649,10.22897958350428,355.2053396276345,27.69364598534903,33.63931637982807,35.74134316416521,35.18521460007194,33.83017870520448,36.50342823102516,37.30433650720348,38.12849170495397,39.11887306198093,41.98133151334377,0,-323.5227977613729,-14.26886356976014,-19.86946905453323,-21.88925120247785,-22.92041246966186,-20.64991344994405,-23.67398441665735,-26.23603376695732,-27.16190531329433,-27.67352384449977,-30.77012948171075
evreg2,2.relative_year_bin_aux#1.rice_prod_aclvl_ahigh,349.0344854169048,93.64657635546959,0,0,0,0,0,0,0,0,0,0,0,0,0,-.0020385725764996,7.251883783664153,5.455971755153924,33.74925480256582,6.895791802695253,8.165746582942306,10.02756822199099,8.971178323066358,8.940379703198941,8.817945735158359,9.721355169876036,10.55285492209273,11.30897427292642,27.69364598534903,209.3007536195257,31.84006500938433,34.97890033987471,36.14579034889998,33.19242911387926,31.26578037314697,33.4805518234663,35.56284402785166,36.70171730728616,38.37401078018854,0,-13.81797347115872,-180.7429906528318,-18.71512131585824,-21.52255006015437,-23.83592717397846,-19.4250918718878,-17.06191110745664,-21.30333570718258,-23.65851633549379,-25.28878457997224,-27.28995330796485
evreg2,3.relative_year_bin_aux#1.rice_prod_aclvl_ahigh,214.9738267511011,93.64657635546959,0,0,0,0,0,0,0,0,0,0,0,0,0,-.0000749684007699,4.770439150287016,9.483684656065403,7.947465056263876,41.92534460218458,7.835019428929362,9.68266453107254,8.718832942084715,8.050444824025929,7.945155354479075,8.926999892084888,10.08706314072049,11.05208992335552,33.63931637982807,31.84006500938433,138.782393652141,32.72823024002649,34.89153168217639,32.50292425547574,31.12182662746031,29.17597910589529,32.75608014880116,35.08988316244349,36.92162604596673,0,-20.30818596592383,-18.3604978830476,-118.6238777289655,-19.94463540164288,-22.42636738797462,-18.97134220090691,-16.48978055391554,-17.38562239185073,-20.81948946928809,-23.59826142493625,-25.77659939564597
evreg2,4.relative_year_bin_aux#1.rice_prod_aclvl_ahigh,111.8981685578087,93.64657635546959,0,0,0,0,0,0,0,0,0,0,0,0,0,-.000101027608048,3.016392499899461,10.56706606801613,9.532507129157985,8.346408190135824,31.38849141004938,9.47648610830243,8.930492958519144,8.236745953412852,7.584817063678733,7.459217308017456,8.951869430830499,10.33439082665345,35.74134316416521,34.97890033987471,32.72823024002649,100.4389251657951,34.00285004720569,33.31722622074831,32.0031327424372,30.45321864456649,30.0684868401797,33.87026802581929,36.88395656347135,0,-21.23988383304011,-19.98761069213532,-17.92999405437436,-72.75039741251486,-21.30490939903026,-19.68164413213309,-17.60626350928975,-17.83133132326702,-17.78309265137686,-21.78222442690861,-25.24915158590423
evreg2,5.relative_year_bin_aux#1.rice_prod_aclvl_ahigh,43.68800327128031,93.64657635546959,0,0,0,0,0,0,0,0,0,0,0,0,0,-.0003081108194903,1.156806920541245,10.58734056637481,10.66321376404749,9.97037967610987,9.398745137733872,26.25647442509703,9.247717284854822,9.24956827860634,9.140414484115315,8.938427748785992,8.888684945355999,10.74603415210972,35.18521460007194,36.14579034889998,34.89153168217639,34.00285004720569,82.01771730394501,34.00228114938042,33.99702813584433,32.55982191484993,32.34865919378979,32.16519744286105,36.7737100630485,0,-22.33481534347096,-22.83054605335039,-21.77462859322555,-20.77500716280296,-63.40903644975488,-20.23439739657382,-19.43247811392308,-20.06300706216511,-19.90256821110485,-19.98900147606788,-24.65016890407288
evreg2,7.relative_year_bin_aux#1.rice_prod_aclvl_ahigh,-7.836007620724925,93.64657635546959,0,0,0,0,0,0,0,0,0,0,0,0,0,-.0007408274469936,.1187123142226642,8.859220297306415,9.232109135822123,9.858319021407171,9.960380903596931,9.585181624932629,8.552856265823385,10.90043754414016,10.72575045567649,10.49542771461819,10.74036767935369,10.69312726431305,33.83017870520448,33.19242911387926,32.50292425547574,33.31722622074831,34.00228114938042,62.49941872863744,34.95929561758757,35.16106300603619,36.13768643698008,36.26145079199056,36.2608141767611,0,-20.04114752106719,-19.21487221428689,-19.78131372921231,-20.23395828675362,-20.78844789663005,-25.99449715660717,-25.70627254527088,-24.96598411774016,-24.30818025177441,-24.75013314270081,-24.94400150771151
evreg2,8.relative_year_bin_aux#1.rice_prod_aclvl_ahigh,-57.41691512612314,93.64657635546959,0,0,0,0,0,0,0,0,0,0,0,0,0,-.0015752155324814,-1.855501866316376,6.771091741522306,8.149582267498907,8.209229880355039,9.498551927690226,10.05553901222563,10.04700448560375,2.262536946348567,11.92978710358053,12.39662735018036,12.85725032942038,13.68658021697111,36.50342823102516,31.26578037314697,31.12182662746031,32.0031327424372,33.99702813584433,34.95929561758757,66.58017592411957,38.12697654677558,38.95925859598891,39.25024519272442,39.18021034849906,0,-18.672799621646,-13.5251923532241,-17.11366425290085,-18.63695360919716,-20.24222959014157,-22.7488369256284,-3.320659130308619,-28.13108608942047,-29.23743595287797,-30.94607991457597,-32.97935406823137
evreg2,9.relative_year_bin_aux#1.rice_prod_aclvl_ahigh,-156.9416535320142,93.64657635546959,0,0,0,0,0,0,0,0,0,0,0,0,0,.0009139572185544,-5.792585004736985,7.273437542341879,8.375620572215174,7.212086482392769,7.520086640603675,9.066354468955472,10.62958051929878,13.15860431812037,9.377119059780298,13.93837769343184,14.69319380983153,15.7373675247304,37.30433650720348,33.4805518234663,29.17597910589529,30.45321864456649,32.55982191484993,35.16106300603619,38.12697654677558,64.25748642536711,44.68516007489745,46.30998350663231,47.88471856575966,0,-22.99413663926752,-18.61181560791438,-14.097775634279,-16.18616096609329,-18.3562326874495,-23.85674297981693,-31.04407225484173,-27.93241772477007,-32.18280259816149,-34.23905741772956,-36.52389822129316
evreg2,10.relative_year_bin_aux#1.rice_prod_aclvl_ahigh,-204.2146935753038,93.64657635546959,0,0,0,0,0,0,0,0,0,0,0,0,0,.0020885593472563,-7.091781019451296,8.721605318109432,9.871431505172588,9.289443581358563,8.189184037388269,8.554685808573213,11.51637160128216,14.89224889733975,14.58315275868749,19.29958736992381,15.8328123014612,16.63160983734655,38.12849170495397,35.56284402785166,32.75608014880116,30.0684868401797,32.34865919378979,36.13768643698008,38.95925859598891,44.68516007489745,71.27311137656562,51.40305237415357,53.62406060578689,0,-25.40772995140379,-22.03992230087918,-18.42508966729882,-15.84557736018068,-17.36217748848665,-25.35369059787322,-34.90628229607777,-33.21986103974918,-46.38975979731172,-37.27820654504954,-39.22986737438459
