reg,var,beta,ymean,cov1,cov2,cov3,cov4,cov5,cov6,cov7,cov8,cov9,cov10,cov11,cov12,cov13,cov14,cov15,cov16,cov17,cov18,cov19,cov20,cov21,cov22,cov23,cov24,cov25,cov26,cov27,cov28,cov29,cov30,cov31,cov32,cov33,cov34,cov35,cov36,cov37,cov38,cov39,cov40,cov41,cov42,cov43,cov44,cov45,cov46,cov47,cov48,cov49
evreg2,1bn.relative_year_bin_aux#1.treat#1.rice_prod_aclvl_ahigh,-648.4615306322448,93.64657635546959,0,0,0,0,0,0,0,0,0,0,0,0,0,.0067248163746193,-13.45087396880362,-1.435609326271589,-10.21285839021954,-10.72968884630971,-9.999764669899255,-9.859723316067333,-9.036969068232446,-10.9061295587908,-8.528811730497878,-5.277722173964216,-4.784333633920533,-5.54424860880536,-308.8260754742253,-.3461660660512939,-7.290125597267956,-7.51156810307294,-8.053734902066486,-5.953266888304002,-1.877254349918268,-5.090719419687472,-6.007320153989492,-5.610327980330262,-8.373758025732368,0,372.8688071803152,33.96973731547975,40.60798064553113,40.23379244156706,38.97447936379426,32.88547396958616,50.49788156448984,43.36370670669794,36.71133407676174,36.50882867518045,35.33967370370201
evreg2,2.relative_year_bin_aux#1.treat#1.rice_prod_aclvl_ahigh,-443.5413486869677,93.64657635546959,0,0,0,0,0,0,0,0,0,0,0,0,0,.004960456150064,-10.09666761773933,-8.444418281245952,-40.43482585094007,-9.003983930633389,-9.172161206402672,-10.08552824623258,-9.240143408031408,-11.6549222752022,-9.04673558651165,-6.661540745080143,-6.242316267391234,-6.118921931129019,-.3984417682394436,-168.0974857112599,-6.168739828987896,-7.085597322535414,-9.375767937401394,-6.779599593625934,2.444052562055413,-1.534698650461981,-3.465812574430576,-3.159974515814961,-4.455457385505366,0,33.96973731547975,204.2607679039633,42.05465304413605,42.56184562636638,42.90483374879862,36.14712748331635,45.14329512111311,41.11804649269798,36.78478538861263,37.17202911229506,34.16677900744006
evreg2,3.relative_year_bin_aux#1.treat#1.rice_prod_aclvl_ahigh,-415.9469109268153,93.64657635546959,0,0,0,0,0,0,0,0,0,0,0,0,0,.0058458245966589,-9.573874604392797,-12.31404130537168,-10.5686898952815,-49.55293839894984,-10.2476157017868,-11.09917005523962,-10.04433665982368,-8.201312561055287,-8.50480242488025,-6.278816650628166,-6.128046795489967,-5.867424296677213,-5.432612844219212,-5.503181807748441,-105.8656846307196,-4.461546143631982,-7.753415981021819,-6.21317288273938,-.5779843016942272,3.545776073710374,.7154547346692071,.4098718416115573,-.4422155949721328,0,40.60798064553113,42.05465304413605,152.0987906296625,44.96240961358638,45.37722515083502,38.95478361449971,34.207820907811,40.33351153092653,37.39573731922608,39.01459863702853,36.33238854091195
evreg2,4.relative_year_bin_aux#1.treat#1.rice_prod_aclvl_ahigh,-312.5650305341009,93.64657635546959,0,0,0,0,0,0,0,0,0,0,0,0,0,.0048784933435481,-7.798686201073121,-11.91189497258004,-11.17012903652108,-11.04299611575127,-38.69814363564553,-11.19576897216597,-9.913084406021955,-6.720285806052278,-7.214504019355956,-5.590168533755071,-5.712508597806547,-6.15721803159815,-6.999764278241696,-7.857979925921231,-6.733812132921607,-58.82931895914721,-6.301163813901118,-5.760557657964456,-1.648641949128083,1.910022396684298,3.747598751288026,2.649256084696725,1.249705352682982,0,40.23379244156706,42.56184562636638,44.96240961358638,111.6109968733795,44.76441334866673,39.26776582853829,32.00373601038583,37.06375114841592,35.13050553093514,37.80598209975273,37.05483028081778
evreg2,5.relative_year_bin_aux#1.treat#1.rice_prod_aclvl_ahigh,-229.9355950707264,93.64657635546959,0,0,0,0,0,0,0,0,0,0,0,0,0,.0060264099768149,-7.41858772883904,-10.6197351446067,-11.09148863313204,-11.16310666812701,-11.04547114317271,-36.55982755962727,-9.698597821439263,-6.82703069403625,-6.431069774789807,-5.769925521384541,-4.911036489817372,-6.312400759150568,-7.476439282525664,-9.616870801751968,-8.661057939571505,-6.829344634564908,-48.38070696099289,-5.206075300889268,-2.699431576231477,.2944369810020657,2.785485107685311,4.880666877209835,1.805620421681507,0,38.97447936379426,42.90483374879862,45.37722515083502,44.76441334866673,107.9816062960073,39.48736531132822,32.340713951994,35.67481706311368,35.96569486659544,35.65879212655199,37.57971328785772
evreg2,6.relative_year_bin_aux#1.treat#1.rice_prod_aclvl_ahigh,-31.95487262607061,93.64657635546959,0,0,0,0,0,0,0,0,0,0,0,0,0,.0030538450654613,-4.262294341283577,-10.67495837201862,-10.12119585411681,-10.44246706863662,-10.12490590313929,-9.851660594649871,-23.38785373949728,-7.14733065229637,-6.96867258232266,-6.72293800355868,-6.16341541976025,-6.03323162336598,-5.344342886611478,-6.569357895847224,-7.023102303456643,-6.312895522263811,-5.760119445712485,-25.99451348793104,-3.245623060930615,-2.137784686177369,-.6407466169986838,.5206858656576424,1.75450856333683,0,32.88547396958616,36.14712748331635,38.95478361449971,39.26776582853829,39.48736531132822,99.30048338090832,32.45698869346514,34.62997708049015,34.6211601632105,35.43471464913686,35.53696915457804
evreg2,8.relative_year_bin_aux#1.treat#1.rice_prod_aclvl_ahigh,219.5607488872023,93.64657635546959,0,0,0,0,0,0,0,0,0,0,0,0,0,-.0081690000157189,5.147826271609193,-11.43109802132743,-10.79500787909008,-9.205436950662806,-6.935269061648613,-6.43644203339622,-7.443194819995928,-54.49234022972224,-9.574369912776874,-8.959905362355817,-8.96812771468935,-8.33286866359613,-3.312163866428428,2.074995000298951,2.19337868081614,1.787152535858175,.513702638340066,-.288194046759372,19.13998769930796,-7.475553010275922,-9.840770317360603,-12.63983207467488,-16.05720365008585,0,50.49788156448984,45.14329512111311,34.207820907811,32.00373601038583,32.340713951994,32.45698869346514,183.8608533718538,38.50888527615569,35.41169975750478,34.08370937940472,31.30812876637743
evreg2,9.relative_year_bin_aux#1.treat#1.rice_prod_aclvl_ahigh,90.47090366014351,93.64657635546959,0,0,0,0,0,0,0,0,0,0,0,0,0,-.0004283454962344,.8909055913633597,-9.358468704707796,-10.73786877722658,-10.2228965438665,-11.07707998946307,-7.672033231067461,-7.354850613815607,-8.830945036394059,-37.67653292932133,-9.858953591132884,-9.6056904510045,-9.204239267719275,-6.614513213642488,-2.906729524214061,.5572368426189575,.8217845807761806,-.8571264716187506,-1.028507131741101,-6.4107387017807,-5.104198573105906,-8.894649001003545,-10.02972747239732,-11.37241557487805,0,43.36370670669794,41.11804649269798,40.33351153092653,37.06375114841592,35.67481706311368,34.62997708049015,38.50888527615569,117.3279926992169,44.08342611151624,44.06049305449081,43.66501659305143
evreg2,10.relative_year_bin_aux#1.treat#1.rice_prod_aclvl_ahigh,-.0344375316930012,93.64657635546959,0,0,0,0,0,0,0,0,0,0,0,0,0,.0019096670425113,.7316929416590681,-6.740833200155089,-8.565527657248568,-8.767410284779098,-8.012566684310288,-7.97315284161475,-7.293558164277411,-7.871535991848118,-9.884017719381498,-20.11310932929814,-11.03878911466504,-11.37808424839569,-8.198190414450055,-5.919715632762835,-3.534435741059706,.2122178059854478,-1.354493086964333,-1.686314312124477,-8.174893990478667,-10.01238882503822,-22.72235326383842,-11.84912467021537,-12.06670025927831,0,36.71133407676174,36.78478538861263,37.39573731922608,35.13050553093514,35.96569486659544,34.6211601632105,35.41169975750478,44.08342611151624,79.46702434331124,50.65036184173162,51.78800812625433
evreg2,11.relative_year_bin_aux#1.treat#1.rice_prod_aclvl_ahigh,-7.806744745042106,93.64657635546959,0,0,0,0,0,0,0,0,0,0,0,0,0,.0007252074167559,.3656514124709387,-7.712555537637627,-9.093972962262175,-9.567991081663937,-9.094756579284406,-7.512738228786046,-6.589215714540007,-7.388607444456865,-9.569850069082184,-11.02063053758764,-23.38714727683057,-12.35185472898944,-8.267861281616252,-7.108035946923169,-5.871259759284797,-3.344965875673202,-.9989782577978259,-1.244371452058249,-9.441589592403771,-11.62669535104474,-13.16885184244441,-31.01739204038315,-15.72645860576042,0,36.50882867518045,37.17202911229506,39.01459863702853,37.80598209975273,35.65879212655199,35.43471464913686,34.08370937940472,44.06049305449081,50.65036184173162,97.65060093871561,55.55897265553464
