reg,acq,ymean2,ymean,report_constant,drop_singletons,N_clust,N_clust2,N_clust1,N_clustervars,sumweights,r2_within,ll0,ll,rmse,r2_a_within,F,r2_a,r2,mss,rss,tss_within,tss,df_r,df_a,num_singletons,converged,ic,df_m,rank,N_full,N_hdfe,N,eventwindow,omittedperiod,clusterspec,weathercontrols,gridfe,acmonthfe,acfe,monthyearfe,mod,fespec,smpl,cmdlinejl,flinejl,cmdline,estat_cmd,predict,marginsnotok,absvars,title2,title,model,indepvars,depvar,title3,clustvar2,clustvar1,clustvar,vce,vcetype,properties,cmd,_r_z__CL,_r_z_abs__CL,_estimates_name
evreg1,808,,91.94784611934129,0,1,120,120,75337,2,36808248,.0002275416795491,-306671228.1354396,-302022669.0837438,957.1847082631236,.0002271927139031,6.330836554277053,.0927253350447618,.2232078498919434,8296736905870.621,28873716148926.21,28880287618076.69,37170453054796.84,119,5293682,89689,1,14,11,11,36897937,2,36808248,-5 to 6,0,Grid; month-year,N,Y,N,N,Y,moderator,Grid x cohort; month-year x cohort,Rural,"reg(df, f     , Vcov.cluster(:unique_small_grid_id,:monthyear)       , maxiter=16000 , contrasts=Dict{Symbol, DummyCoding}(:treat=>DummyCoding(base=0),  :relative_year_bin_aux=>DummyCoding(base=6), ))",f = @formula(countk ~ relative_year_bin_aux + treat + relative_year_bin_aux&treat + relative_year_bin_aux + treat + relative_year_bin_aux&treat  + fe( unique_small_grid_id )&fe( cohort ) + fe( monthyear )&fe( cohort )),"reghdfejl countk ib6.relative_year_bin_aux##ib0.treat##ib0.moderator , absorb(unique_small_grid_id#cohort monthyear#cohort) cluster(unique_small_grid_id monthyear)",reghdfejl_estat,reghdfejl_p,Residuals SCore,i.unique_small_grid_id#i.cohort i.monthyear#i.cohort,Absorbing 2 HDFE groups,HDFE linear regression with Julia,ols,ib6.relative_year_bin_aux##ib0.treat##ib0.moderator,countk,Statistics cluster-robust,monthyear,unique_small_grid_id,unique_small_grid_id monthyear,cluster,Robust,b V,reghdfejl,t,|t|,evreg1
evreg2,808,149.3446044903193,91.94784611934129,0,1,120,120,75337,2,36808248,.0054038101899615,-306671228.1354396,-301927135.1898228,954.7039395326501,.0054027687125496,14.23392661770498,.0974220710890928,.2272296497647812,8446229029239.727,28724224025557.11,28880287618076.69,37170453054796.84,119,5293682,89689,1,14,33,33,36897937,2,36808248,-5 to 6,0,Grid; month-year,N,Y,N,N,Y,rice_prod_aclvl_ahigh,Grid x cohort; month-year x cohort,Rural,"reg(df, f     , Vcov.cluster(:unique_small_grid_id,:monthyear)       , maxiter=16000 , contrasts=Dict{Symbol, DummyCoding}(:rice_prod_aclvl_ahigh=>DummyCoding(base=0),  :treat=>DummyCoding(base=0),  :relative_year_bin_aux=>DummyCoding(base=6), ",f = @formula(countk ~ relative_year_bin_aux + treat + relative_year_bin_aux&treat + rice_prod_aclvl_ahigh + relative_year_bin_aux&rice_prod_aclvl_ahigh + treat&rice_prod_aclvl_ahigh + relative_year_bin_aux&treat&rice_prod_aclvl_ahigh  + fe( uni,"reghdfejl countk ib6.relative_year_bin_aux##ib0.treat##ib0.rice_prod_aclvl_ahigh , absorb(unique_small_grid_id#cohort monthyear#cohort) cluster(unique_small_grid_id monthyear)",reghdfejl_estat,reghdfejl_p,Residuals SCore,i.unique_small_grid_id#i.cohort i.monthyear#i.cohort,Absorbing 2 HDFE groups,HDFE linear regression with Julia,ols,ib6.relative_year_bin_aux##ib0.treat##ib0.rice_prod_aclvl_ahigh,countk,Statistics cluster-robust,monthyear,unique_small_grid_id,unique_small_grid_id monthyear,cluster,Robust,b V,reghdfejl,t,|t|,evreg2
