reg,var,beta,ymean,cov1,cov2,cov3,cov4,cov5,cov6,cov7,cov8,cov9,cov10,cov11,cov12,cov13,cov14,cov15,cov16,cov17,cov18,cov19,cov20,cov21,cov22,cov23,cov24,cov25,cov26
evreg1,Le1_abs,10.06968877485785,88.64654800045579,5.341146307046204,4.411413246312279,4.515908811695079,4.10285471738303,4.259791236510221,4.233969367520151,.0313471009211443,1.669833883761271,2.710537579562376,3.41082714921237,3.312067746385488,3.05640000300716,0,0,0,0,0,0,0,0,0,0,0,0,1.509133041115065,-.0101236925267118
evreg1,Le2_abs,9.758908620317124,88.64654800045579,4.411413246312279,5.413384689024024,4.58752806928246,4.067191170652142,4.265134477141796,4.233925456227037,-.0513179446388772,1.693651414546564,2.681299032830472,3.402783988032863,3.327985650606078,3.005457292371559,0,0,0,0,0,0,0,0,0,0,0,0,2.083791006895254,-.0098112615959533
evreg1,Le3_abs,9.820148216123211,88.64654800045579,4.515908811695079,4.58752806928246,6.005966653907878,4.260160408554826,4.440458799552051,4.42959096433899,-.0878014718955056,1.704413647332767,2.934123693988343,3.645933559374536,3.47199654817912,2.949786885232642,0,0,0,0,0,0,0,0,0,0,0,0,6.398884260246915,-.015432311543513
evreg1,Le4_abs,11.54106018569182,88.64654800045579,4.10285471738303,4.067191170652142,4.260160408554826,7.059877091222472,6.183052519419668,6.08616618517405,-.5745333204767736,1.253446743943879,2.908444843062544,4.086924782006486,3.411273036515492,3.100312824055509,0,0,0,0,0,0,0,0,0,0,0,0,11.14382019923112,-.0226759896772118
evreg1,Le5_abs,15.08920750160407,88.64654800045579,4.259791236510221,4.265134477141796,4.440458799552051,6.183052519419668,8.160904465048999,7.116433238334706,-.7837611379497559,1.114559837936041,2.738643002841842,4.227228497081972,3.470922037706295,3.307822576788063,0,0,0,0,0,0,0,0,0,0,0,0,9.460933147433014,-.0260344469925997
evreg1,Le6_abs,13.66678394497354,88.64654800045579,4.233969367520151,4.233925456227037,4.42959096433899,6.08616618517405,7.116433238334706,7.783490879228606,-.8213203624759061,1.170998795797332,2.755383050543585,4.123846856979128,3.439859976468846,3.382247372489781,0,0,0,0,0,0,0,0,0,0,0,0,8.312140397597318,-.0237434087284675
evreg1,La1_abs,-5.375617438252823,88.64654800045579,.0313471009211443,-.0513179446388772,-.0878014718955056,-.5745333204767736,-.7837611379497559,-.8213203624759061,4.816885165198292,2.690701450561651,.8913509174549533,.4459751247997762,.4525667169274099,.0959074577134775,0,0,0,0,0,0,0,0,0,0,0,0,-4.930387225262212,.0131166710530629
evreg1,La2_abs,-.4172838809802731,88.64654800045579,1.669833883761271,1.693651414546564,1.704413647332767,1.253446743943879,1.114559837936041,1.170998795797332,2.690701450561651,8.365866848409244,4.503812120861826,3.49215991136922,2.526743132122036,2.073221713346475,0,0,0,0,0,0,0,0,0,0,0,0,10.33325717995932,.0048893041492178
evreg1,La3_abs,3.286453869292979,88.64654800045579,2.710537579562376,2.681299032830472,2.934123693988343,2.908444843062544,2.738643002841842,2.755383050543585,.8913509174549533,4.503812120861826,9.859866420229373,7.862598463927839,5.127416982928829,4.342797295519658,0,0,0,0,0,0,0,0,0,0,0,0,2.281863755730742,.00482687875004
evreg1,La4_abs,3.280567970279576,88.64654800045579,3.41082714921237,3.402783988032863,3.645933559374536,4.086924782006486,4.227228497081972,4.123846856979128,.4459751247997762,3.49215991136922,7.862598463927839,15.12683533388814,9.501331906300724,9.033969366538297,0,0,0,0,0,0,0,0,0,0,0,0,-18.64346210499544,.0058193201276898
