reg,var,beta,ymean,cov1,cov2,cov3,cov4,cov5,cov6,cov7,cov8,cov9,cov10,cov11,cov12,cov13,cov14,cov15,cov16,cov17,cov18,cov19,cov20,cov21,cov22,cov23,cov24,cov25,cov26,cov27,cov28,cov29,cov30,cov31,cov32,cov33,cov34,cov35,cov36,cov37,cov38,cov39,cov40,cov41,cov42
evreg1,1bn.relative_year_bin_aux,-7.39267308629239,103.6164851007835,9.758412329031126,8.849076626578091,7.71488352746884,7.980485622763314,6.39911989615779,4.477311776215353,3.029638827781323,-.4592578351472011,1.169710622921156,2.884441858297093,-.000674688727222,-8.26550252938234,-9.403336161159421,-8.473510849240649,-7.458405613948909,-7.786241438450385,-6.159485913789473,-4.258363839695594,-2.909957720784749,.3628403977216509,-1.037102423385088,7.295175992619231,,,,,,,,,,,,,,,,,,,,
evreg1,2.relative_year_bin_aux,-13.49823501593303,103.6164851007835,8.849076626578091,9.054239603293821,8.056840666693484,7.571835908928786,6.127144524192624,4.148549559069997,3.207749800859743,-1.276299952934981,.2989803569824777,5.628056402325883,.0307172868362676,-7.872733285564718,-8.510230979635798,-8.285845263642699,-7.51886344093849,-7.426605764247279,-5.934957163177857,-3.756588011902108,-2.910309904798352,1.090376125758646,-.6710535492621578,4.189308749567656,,,,,,,,,,,,,,,,,,,,
evreg1,3.relative_year_bin_aux,-6.152621675688315,103.6164851007835,7.71488352746884,8.056840666693484,8.237399581582512,7.782851922884884,6.310732407806154,4.545673957650243,3.414455459580775,-1.126533766044566,.0800672473348641,6.908594563785496,.0502435464425629,-4.425711260860131,-7.520525904130276,-7.1894661109429,-7.609671889138941,-7.742087449117435,-6.233589455124503,-4.133390504133125,-3.05475999109709,.9208634411069387,-.8281116660980551,-1.285224778941544,,,,,,,,,,,,,,,,,,,,
evreg1,4.relative_year_bin_aux,14.93865281005224,103.6164851007835,7.980485622763314,7.571835908928786,7.782851922884884,10.47386506080166,7.932948395432718,4.93203529741045,2.447885008847478,.5684239921883208,1.96273534240182,-3.58138387878948,-.0856646078979683,-9.73708034077999,-7.662810733949435,-8.27209480664356,-8.226204295311257,-10.2694010115956,-7.616279388752992,-5.156784486478147,-2.851921219168353,-.4344685914046659,-.6479932643301668,15.15453603891673,,,,,,,,,,,,,,,,,,,,
evreg1,5.relative_year_bin_aux,10.41373704566718,103.6164851007835,6.39911989615779,6.127144524192624,6.310732407806154,7.932948395432718,7.55261433401967,5.973067520470952,3.515686098486104,.4683109219846162,2.335322127198905,.4957439970253509,-.0265712490066257,-4.758994865294206,-6.244060905262682,-6.262441403164914,-6.36690767254075,-7.849892275184796,-7.411853767052405,-6.002115980327703,-3.6399011170289,-.4413446529095015,-1.969248617725837,5.253728690419483,,,,,,,,,,,,,,,,,,,,
evreg1,6.relative_year_bin_aux,7.776584361159989,103.6164851007835,4.477311776215353,4.148549559069997,4.545673957650243,4.93203529741045,5.973067520470952,6.867078399164368,4.678905774190217,.4285232119805089,2.263547837312883,4.339457761988196,.0405229435709075,.1400654219574509,-4.529412609537848,-3.642134460200671,-4.14332601193435,-5.039287631339679,-6.05281783603016,-6.637850176772405,-4.465001785114741,-.5756659584056419,-3.028399510864825,-4.483513915724191,,,,,,,,,,,,,,,,,,,,
evreg1,7.relative_year_bin_aux,-6.674918068683652,103.6164851007835,3.029638827781323,3.207749800859743,3.414455459580775,2.447885008847478,3.515686098486104,4.678905774190217,4.768273890523368,-1.587703696998712,-.2694656587190131,10.06806829436921,.1120559026043032,3.016572662727386,-3.131721043083676,-1.865858659366502,-2.437691870638368,-2.627404560240674,-3.70623083286569,-4.116445760188548,-4.156962120793062,1.28451116087113,-1.561780059247017,-13.36409898625195,,,,,,,,,,,,,,,,,,,,
evreg1,9.relative_year_bin_aux,22.15869464377785,103.6164851007835,-.4592578351472011,-1.276299952934981,-1.126533766044566,.5684239921883208,.4683109219846162,.4285232119805089,-1.587703696998712,4.102145493232459,5.011901939130266,-8.935767798464678,-.1044758338271002,.0401187042156681,.3466217748049795,-.1475761481868865,.1549948069853043,-.5671049362821727,-.4320700666388725,-1.026666590903219,.9514923454329339,-3.841134734861889,-3.528120618772464,8.232021732972671,,,,,,,,,,,,,,,,,,,,
evreg1,10.relative_year_bin_aux,22.50409597036264,103.6164851007835,1.169710622921156,.2989803569824777,.0800672473348641,1.96273534240182,2.335322127198905,2.263547837312883,-.2694656587190131,5.011901939130266,8.483487185689054,-7.786032503967381,-.1117928331896439,-1.525161508106407,-1.173143795179487,-1.674522454548101,-.9736519596173098,-1.873271405691098,-2.183192111975677,-2.894891578072703,-.4638986145100133,-4.628117039603171,-6.906338030151598,9.468622332402166,,,,,,,,,,,,,,,,,,,,
evreg1,1.treat,208.0654001331336,103.6164851007835,2.884441858297093,5.628056402325883,6.908594563785496,-3.58138387878948,.4957439970253509,4.339457761988196,10.06806829436921,-8.935767798464678,-7.786032503967381,416.961594327065,.6925047672359321,35.85481620430965,-8.379439319891631,7.022479201401065,-31.81171614615182,31.9813841563915,-6.771390228721568,-54.14346014812799,-63.44989971700541,51.41987533602207,-53.68912874768994,-104.2184445836863,,,,,,,,,,,,,,,,,,,,
