unique_small_grid_id,province,ac_uq_id,sample_rank,stratum_grids,selected_from_stratum,sample_seed,sample_fraction
69883,Uttar Pradesh,733,3,201,3,20260831,0.01
62885,Uttar Pradesh,734,1,10,1,20260831,0.01
35813,Uttar Pradesh,735,1,97,1,20260831,0.01
35825,Uttar Pradesh,736,1,109,2,20260831,0.01
38133,Uttar Pradesh,736,2,109,2,20260831,0.01
31260,Uttar Pradesh,737,1,96,1,20260831,0.01
31262,Uttar Pradesh,738,1,84,1,20260831,0.01
96529,Uttar Pradesh,739,1,169,2,20260831,0.01
92696,Uttar Pradesh,739,2,169,2,20260831,0.01
88634,Uttar Pradesh,740,1,121,2,20260831,0.01
88661,Uttar Pradesh,740,2,121,2,20260831,0.01
90716,Uttar Pradesh,741,1,5,1,20260831,0.01
92609,Uttar Pradesh,742,1,26,1,20260831,0.01
90689,Uttar Pradesh,743,1,31,1,20260831,0.01
94485,Uttar Pradesh,744,1,113,2,20260831,0.01
96482,Uttar Pradesh,744,2,113,2,20260831,0.01
94481,Uttar Pradesh,745,1,136,2,20260831,0.01
96429,Uttar Pradesh,745,2,136,2,20260831,0.01
12321,Uttar Pradesh,746,1,368,4,20260831,0.01
8286,Uttar Pradesh,746,2,368,4,20260831,0.01
6592,Uttar Pradesh,746,3,368,4,20260831,0.01
14458,Uttar Pradesh,746,4,368,4,20260831,0.01
12516,Uttar Pradesh,747,1,93,1,20260831,0.01
14540,Uttar Pradesh,748,1,157,2,20260831,0.01
12330,Uttar Pradesh,748,2,157,2,20260831,0.01
10325,Uttar Pradesh,749,1,360,4,20260831,0.01
8353,Uttar Pradesh,749,2,360,4,20260831,0.01
8413,Uttar Pradesh,749,3,360,4,20260831,0.01
6798,Uttar Pradesh,749,4,360,4,20260831,0.01
14515,Uttar Pradesh,750,1,60,1,20260831,0.01
84650,Uttar Pradesh,751,1,154,2,20260831,0.01
82484,Uttar Pradesh,751,2,154,2,20260831,0.01
82582,Uttar Pradesh,752,1,89,1,20260831,0.01
78274,Uttar Pradesh,753,1,94,1,20260831,0.01
88891,Uttar Pradesh,754,1,108,2,20260831,0.01
92855,Uttar Pradesh,754,2,108,2,20260831,0.01
86859,Uttar Pradesh,755,1,164,2,20260831,0.01
88947,Uttar Pradesh,755,2,164,2,20260831,0.01
88883,Uttar Pradesh,756,1,7,1,20260831,0.01
92906,Uttar Pradesh,757,1,45,1,20260831,0.01
88854,Uttar Pradesh,758,1,91,1,20260831,0.01
94777,Uttar Pradesh,759,1,130,2,20260831,0.01
96730,Uttar Pradesh,759,2,130,2,20260831,0.01
96448,Uttar Pradesh,760,1,135,2,20260831,0.01
98437,Uttar Pradesh,760,2,135,2,20260831,0.01
100584,Uttar Pradesh,761,1,118,2,20260831,0.01
100589,Uttar Pradesh,761,2,118,2,20260831,0.01
104581,Uttar Pradesh,762,1,126,2,20260831,0.01
104616,Uttar Pradesh,762,2,126,2,20260831,0.01
98480,Uttar Pradesh,763,1,119,2,20260831,0.01
96489,Uttar Pradesh,763,2,119,2,20260831,0.01
102709,Uttar Pradesh,764,1,135,2,20260831,0.01
102712,Uttar Pradesh,764,2,135,2,20260831,0.01
100616,Uttar Pradesh,765,1,20,1,20260831,0.01
102655,Uttar Pradesh,766,1,120,2,20260831,0.01
104709,Uttar Pradesh,766,2,120,2,20260831,0.01
98399,Uttar Pradesh,767,1,57,1,20260831,0.01
100495,Uttar Pradesh,768,1,111,2,20260831,0.01
102581,Uttar Pradesh,768,2,111,2,20260831,0.01
85025,Uttar Pradesh,769,1,295,3,20260831,0.01
87087,Uttar Pradesh,769,2,295,3,20260831,0.01
87078,Uttar Pradesh,769,3,295,3,20260831,0.01
76486,Uttar Pradesh,770,1,144,2,20260831,0.01
76515,Uttar Pradesh,770,2,144,2,20260831,0.01
89143,Uttar Pradesh,771,1,106,2,20260831,0.01
84975,Uttar Pradesh,771,2,106,2,20260831,0.01
82986,Uttar Pradesh,772,1,307,4,20260831,0.01
82916,Uttar Pradesh,772,2,307,4,20260831,0.01
85116,Uttar Pradesh,772,3,307,4,20260831,0.01
89204,Uttar Pradesh,772,4,307,4,20260831,0.01
28533,Uttar Pradesh,773,1,140,2,20260831,0.01
30808,Uttar Pradesh,773,2,140,2,20260831,0.01
33089,Uttar Pradesh,774,1,137,2,20260831,0.01
28599,Uttar Pradesh,774,2,137,2,20260831,0.01
23841,Uttar Pradesh,775,1,137,2,20260831,0.01
26202,Uttar Pradesh,775,2,137,2,20260831,0.01
31000,Uttar Pradesh,776,1,119,2,20260831,0.01
30942,Uttar Pradesh,776,2,119,2,20260831,0.01
33170,Uttar Pradesh,777,1,92,1,20260831,0.01
35327,Uttar Pradesh,778,1,105,2,20260831,0.01
33098,Uttar Pradesh,778,2,105,2,20260831,0.01
26314,Uttar Pradesh,779,1,101,2,20260831,0.01
26298,Uttar Pradesh,779,2,101,2,20260831,0.01
39876,Uttar Pradesh,780,1,185,2,20260831,0.01
44578,Uttar Pradesh,780,2,185,2,20260831,0.01
39862,Uttar Pradesh,781,1,158,2,20260831,0.01
39856,Uttar Pradesh,781,2,158,2,20260831,0.01
35241,Uttar Pradesh,782,1,117,2,20260831,0.01
35274,Uttar Pradesh,782,2,117,2,20260831,0.01
37606,Uttar Pradesh,783,1,146,2,20260831,0.01
35300,Uttar Pradesh,783,2,146,2,20260831,0.01
37452,Uttar Pradesh,784,1,160,2,20260831,0.01
35117,Uttar Pradesh,784,2,160,2,20260831,0.01
42256,Uttar Pradesh,785,1,151,2,20260831,0.01
44604,Uttar Pradesh,785,2,151,2,20260831,0.01
32932,Uttar Pradesh,786,1,130,2,20260831,0.01
28425,Uttar Pradesh,786,2,130,2,20260831,0.01
86934,Uttar Pradesh,787,1,191,2,20260831,0.01
89036,Uttar Pradesh,787,2,191,2,20260831,0.01
88948,Uttar Pradesh,788,1,143,2,20260831,0.01
91010,Uttar Pradesh,788,2,143,2,20260831,0.01
84802,Uttar Pradesh,789,1,109,2,20260831,0.01
82667,Uttar Pradesh,789,2,109,2,20260831,0.01
86854,Uttar Pradesh,790,1,30,1,20260831,0.01
91047,Uttar Pradesh,791,1,101,2,20260831,0.01
92973,Uttar Pradesh,791,2,101,2,20260831,0.01
116652,Uttar Pradesh,792,1,269,3,20260831,0.01
116641,Uttar Pradesh,792,2,269,3,20260831,0.01
118635,Uttar Pradesh,792,3,269,3,20260831,0.01
104741,Uttar Pradesh,793,1,114,2,20260831,0.01
104707,Uttar Pradesh,793,2,114,2,20260831,0.01
108528,Uttar Pradesh,794,1,151,2,20260831,0.01
106628,Uttar Pradesh,794,2,151,2,20260831,0.01
112505,Uttar Pradesh,795,1,153,2,20260831,0.01
110521,Uttar Pradesh,795,2,153,2,20260831,0.01
110564,Uttar Pradesh,796,1,126,2,20260831,0.01
108607,Uttar Pradesh,796,2,126,2,20260831,0.01
112591,Uttar Pradesh,797,1,86,1,20260831,0.01
110575,Uttar Pradesh,798,1,10,1,20260831,0.01
45027,Uttar Pradesh,799,1,120,2,20260831,0.01
45015,Uttar Pradesh,799,2,120,2,20260831,0.01
51156,Uttar Pradesh,800,1,104,2,20260831,0.01
49129,Uttar Pradesh,800,2,104,2,20260831,0.01
53285,Uttar Pradesh,801,1,142,2,20260831,0.01
53264,Uttar Pradesh,801,2,142,2,20260831,0.01
14514,Uttar Pradesh,802,1,51,1,20260831,0.01
19289,Uttar Pradesh,803,1,98,1,20260831,0.01
14497,Uttar Pradesh,804,1,78,1,20260831,0.01
68532,Uttar Pradesh,805,1,207,3,20260831,0.01
70434,Uttar Pradesh,805,2,207,3,20260831,0.01
66564,Uttar Pradesh,805,3,207,3,20260831,0.01
64816,Uttar Pradesh,806,1,142,2,20260831,0.01
64818,Uttar Pradesh,806,2,142,2,20260831,0.01
66447,Uttar Pradesh,807,1,200,2,20260831,0.01
68406,Uttar Pradesh,807,2,200,2,20260831,0.01
78609,Uttar Pradesh,808,1,282,3,20260831,0.01
76559,Uttar Pradesh,808,2,282,3,20260831,0.01
80801,Uttar Pradesh,808,3,282,3,20260831,0.01
70471,Uttar Pradesh,809,1,48,1,20260831,0.01
74503,Uttar Pradesh,810,1,158,2,20260831,0.01
74480,Uttar Pradesh,810,2,158,2,20260831,0.01
65473,Uttar Pradesh,811,1,263,3,20260831,0.01
68993,Uttar Pradesh,811,2,263,3,20260831,0.01
65425,Uttar Pradesh,811,3,263,3,20260831,0.01
65409,Uttar Pradesh,812,1,196,2,20260831,0.01
65408,Uttar Pradesh,812,2,196,2,20260831,0.01
56998,Uttar Pradesh,813,1,114,2,20260831,0.01
57011,Uttar Pradesh,813,2,114,2,20260831,0.01
56900,Uttar Pradesh,814,1,147,2,20260831,0.01
56970,Uttar Pradesh,814,2,147,2,20260831,0.01
60542,Uttar Pradesh,815,1,113,2,20260831,0.01
60580,Uttar Pradesh,815,2,113,2,20260831,0.01
62494,Uttar Pradesh,816,1,145,2,20260831,0.01
62495,Uttar Pradesh,816,2,145,2,20260831,0.01
62467,Uttar Pradesh,817,1,164,2,20260831,0.01
60647,Uttar Pradesh,817,2,164,2,20260831,0.01
60094,Uttar Pradesh,818,1,143,2,20260831,0.01
61904,Uttar Pradesh,818,2,143,2,20260831,0.01
66822,Uttar Pradesh,819,1,143,2,20260831,0.01
63669,Uttar Pradesh,819,2,143,2,20260831,0.01
65215,Uttar Pradesh,820,1,162,2,20260831,0.01
65205,Uttar Pradesh,820,2,162,2,20260831,0.01
58336,Uttar Pradesh,821,1,125,2,20260831,0.01
58324,Uttar Pradesh,821,2,125,2,20260831,0.01
66747,Uttar Pradesh,822,1,196,2,20260831,0.01
66733,Uttar Pradesh,822,2,196,2,20260831,0.01
61872,Uttar Pradesh,823,1,159,2,20260831,0.01
61805,Uttar Pradesh,823,2,159,2,20260831,0.01
63788,Uttar Pradesh,824,1,168,2,20260831,0.01
60202,Uttar Pradesh,824,2,168,2,20260831,0.01
58237,Uttar Pradesh,825,1,148,2,20260831,0.01
60136,Uttar Pradesh,825,2,148,2,20260831,0.01
63637,Uttar Pradesh,826,1,66,1,20260831,0.01
562,Uttar Pradesh,827,1,541,6,20260831,0.01
891,Uttar Pradesh,827,2,541,6,20260831,0.01
108,Uttar Pradesh,827,3,541,6,20260831,0.01
224,Uttar Pradesh,827,4,541,6,20260831,0.01
587,Uttar Pradesh,827,5,541,6,20260831,0.01
618,Uttar Pradesh,827,6,541,6,20260831,0.01
5157,Uttar Pradesh,828,1,267,3,20260831,0.01
3845,Uttar Pradesh,828,2,267,3,20260831,0.01
3968,Uttar Pradesh,828,3,267,3,20260831,0.01
1215,Uttar Pradesh,829,1,361,4,20260831,0.01
1892,Uttar Pradesh,829,2,361,4,20260831,0.01
2610,Uttar Pradesh,829,3,361,4,20260831,0.01
2669,Uttar Pradesh,829,4,361,4,20260831,0.01
2711,Uttar Pradesh,830,1,421,5,20260831,0.01
1918,Uttar Pradesh,830,2,421,5,20260831,0.01
4012,Uttar Pradesh,830,3,421,5,20260831,0.01
1369,Uttar Pradesh,830,4,421,5,20260831,0.01
2684,Uttar Pradesh,830,5,421,5,20260831,0.01
35373,Uttar Pradesh,831,1,136,2,20260831,0.01
33123,Uttar Pradesh,831,2,136,2,20260831,0.01
37672,Uttar Pradesh,832,1,171,2,20260831,0.01
40000,Uttar Pradesh,832,2,171,2,20260831,0.01
40015,Uttar Pradesh,833,1,141,2,20260831,0.01
44728,Uttar Pradesh,833,2,141,2,20260831,0.01
42337,Uttar Pradesh,834,1,105,2,20260831,0.01
44703,Uttar Pradesh,834,2,105,2,20260831,0.01
35571,Uttar Pradesh,835,1,108,2,20260831,0.01
33256,Uttar Pradesh,835,2,108,2,20260831,0.01
37758,Uttar Pradesh,836,1,120,2,20260831,0.01
35486,Uttar Pradesh,836,2,120,2,20260831,0.01
40106,Uttar Pradesh,837,1,143,2,20260831,0.01
40122,Uttar Pradesh,837,2,143,2,20260831,0.01
42442,Uttar Pradesh,838,1,76,1,20260831,0.01
50502,Uttar Pradesh,839,1,161,2,20260831,0.01
50465,Uttar Pradesh,839,2,161,2,20260831,0.01
35100,Uttar Pradesh,840,1,208,3,20260831,0.01
37416,Uttar Pradesh,840,2,208,3,20260831,0.01
37385,Uttar Pradesh,840,3,208,3,20260831,0.01
48526,Uttar Pradesh,841,1,170,2,20260831,0.01
52625,Uttar Pradesh,841,2,170,2,20260831,0.01
44417,Uttar Pradesh,842,1,230,3,20260831,0.01
42092,Uttar Pradesh,842,2,230,3,20260831,0.01
44450,Uttar Pradesh,842,3,230,3,20260831,0.01
48451,Uttar Pradesh,843,1,161,2,20260831,0.01
48465,Uttar Pradesh,843,2,161,2,20260831,0.01
44346,Uttar Pradesh,844,1,102,2,20260831,0.01
44352,Uttar Pradesh,844,2,102,2,20260831,0.01
21805,Uttar Pradesh,845,1,70,1,20260831,0.01
19352,Uttar Pradesh,846,1,83,1,20260831,0.01
17016,Uttar Pradesh,847,1,45,1,20260831,0.01
16982,Uttar Pradesh,848,1,61,1,20260831,0.01
19460,Uttar Pradesh,849,1,55,1,20260831,0.01
14650,Uttar Pradesh,850,1,8,1,20260831,0.01
17041,Uttar Pradesh,851,1,12,1,20260831,0.01
17009,Uttar Pradesh,852,1,7,1,20260831,0.01
