unique_small_grid_id,province,ac_uq_id,sample_rank,stratum_grids,selected_from_stratum,sample_seed,sample_fraction
90614,Uttar Pradesh,489,1,97,1,20260831,0.01
92505,Uttar Pradesh,490,1,92,1,20260831,0.01
94419,Uttar Pradesh,491,1,118,2,20260831,0.01
96369,Uttar Pradesh,491,2,118,2,20260831,0.01
63892,Uttar Pradesh,492,1,83,1,20260831,0.01
76848,Uttar Pradesh,493,1,298,3,20260831,0.01
74868,Uttar Pradesh,493,2,298,3,20260831,0.01
74857,Uttar Pradesh,493,3,298,3,20260831,0.01
56634,Uttar Pradesh,494,1,142,2,20260831,0.01
58410,Uttar Pradesh,494,2,142,2,20260831,0.01
62086,Uttar Pradesh,495,1,189,2,20260831,0.01
63808,Uttar Pradesh,495,2,189,2,20260831,0.01
66988,Uttar Pradesh,496,1,114,2,20260831,0.01
65342,Uttar Pradesh,496,2,114,2,20260831,0.01
68895,Uttar Pradesh,497,1,186,2,20260831,0.01
72954,Uttar Pradesh,497,2,186,2,20260831,0.01
60265,Uttar Pradesh,498,1,152,2,20260831,0.01
60294,Uttar Pradesh,498,2,152,2,20260831,0.01
26922,Uttar Pradesh,499,1,106,2,20260831,0.01
26882,Uttar Pradesh,499,2,106,2,20260831,0.01
26818,Uttar Pradesh,500,1,102,2,20260831,0.01
26779,Uttar Pradesh,500,2,102,2,20260831,0.01
31439,Uttar Pradesh,501,1,92,1,20260831,0.01
35887,Uttar Pradesh,502,1,100,1,20260831,0.01
29146,Uttar Pradesh,503,1,74,1,20260831,0.01
29091,Uttar Pradesh,504,1,107,2,20260831,0.01
29096,Uttar Pradesh,504,2,107,2,20260831,0.01
35926,Uttar Pradesh,505,1,89,1,20260831,0.01
62272,Uttar Pradesh,506,1,151,2,20260831,0.01
60463,Uttar Pradesh,506,2,151,2,20260831,0.01
64120,Uttar Pradesh,507,1,262,3,20260831,0.01
65636,Uttar Pradesh,507,2,262,3,20260831,0.01
62363,Uttar Pradesh,507,3,262,3,20260831,0.01
67139,Uttar Pradesh,508,1,247,3,20260831,0.01
63995,Uttar Pradesh,508,2,247,3,20260831,0.01
65566,Uttar Pradesh,508,3,247,3,20260831,0.01
58634,Uttar Pradesh,509,1,130,2,20260831,0.01
58603,Uttar Pradesh,509,2,130,2,20260831,0.01
16415,Uttar Pradesh,510,1,351,4,20260831,0.01
21219,Uttar Pradesh,510,2,351,4,20260831,0.01
21253,Uttar Pradesh,510,3,351,4,20260831,0.01
23666,Uttar Pradesh,510,4,351,4,20260831,0.01
16392,Uttar Pradesh,511,1,106,2,20260831,0.01
16397,Uttar Pradesh,511,2,106,2,20260831,0.01
14098,Uttar Pradesh,512,1,251,3,20260831,0.01
11879,Uttar Pradesh,512,2,251,3,20260831,0.01
14088,Uttar Pradesh,512,3,251,3,20260831,0.01
28207,Uttar Pradesh,513,1,375,4,20260831,0.01
23541,Uttar Pradesh,513,2,375,4,20260831,0.01
23522,Uttar Pradesh,513,3,375,4,20260831,0.01
30479,Uttar Pradesh,513,4,375,4,20260831,0.01
52822,Uttar Pradesh,514,1,110,2,20260831,0.01
52781,Uttar Pradesh,514,2,110,2,20260831,0.01
52890,Uttar Pradesh,515,1,175,2,20260831,0.01
52893,Uttar Pradesh,515,2,175,2,20260831,0.01
48755,Uttar Pradesh,516,1,149,2,20260831,0.01
48683,Uttar Pradesh,516,2,149,2,20260831,0.01
58276,Uttar Pradesh,517,1,163,2,20260831,0.01
56537,Uttar Pradesh,517,2,163,2,20260831,0.01
54739,Uttar Pradesh,518,1,153,2,20260831,0.01
56601,Uttar Pradesh,518,2,153,2,20260831,0.01
48774,Uttar Pradesh,519,1,135,2,20260831,0.01
46742,Uttar Pradesh,519,2,135,2,20260831,0.01
48746,Uttar Pradesh,520,1,123,2,20260831,0.01
48729,Uttar Pradesh,520,2,123,2,20260831,0.01
78360,Uttar Pradesh,521,1,120,2,20260831,0.01
78345,Uttar Pradesh,521,2,120,2,20260831,0.01
87039,Uttar Pradesh,522,1,146,2,20260831,0.01
87012,Uttar Pradesh,522,2,146,2,20260831,0.01
80555,Uttar Pradesh,523,1,18,1,20260831,0.01
78438,Uttar Pradesh,524,1,7,1,20260831,0.01
87006,Uttar Pradesh,525,1,117,2,20260831,0.01
80596,Uttar Pradesh,525,2,117,2,20260831,0.01
80608,Uttar Pradesh,526,1,111,2,20260831,0.01
76328,Uttar Pradesh,526,2,111,2,20260831,0.01
76395,Uttar Pradesh,527,1,160,2,20260831,0.01
78489,Uttar Pradesh,527,2,160,2,20260831,0.01
82677,Uttar Pradesh,528,1,135,2,20260831,0.01
82687,Uttar Pradesh,528,2,135,2,20260831,0.01
82797,Uttar Pradesh,529,1,145,2,20260831,0.01
80616,Uttar Pradesh,529,2,145,2,20260831,0.01
51136,Uttar Pradesh,530,1,59,1,20260831,0.01
51003,Uttar Pradesh,531,1,159,2,20260831,0.01
46917,Uttar Pradesh,531,2,159,2,20260831,0.01
46949,Uttar Pradesh,532,1,125,2,20260831,0.01
51054,Uttar Pradesh,532,2,125,2,20260831,0.01
49083,Uttar Pradesh,533,1,149,2,20260831,0.01
47015,Uttar Pradesh,533,2,149,2,20260831,0.01
53222,Uttar Pradesh,534,1,142,2,20260831,0.01
53191,Uttar Pradesh,534,2,142,2,20260831,0.01
104911,Uttar Pradesh,535,1,261,3,20260831,0.01
102815,Uttar Pradesh,535,2,261,3,20260831,0.01
102805,Uttar Pradesh,535,3,261,3,20260831,0.01
102759,Uttar Pradesh,536,1,175,2,20260831,0.01
102753,Uttar Pradesh,536,2,175,2,20260831,0.01
94654,Uttar Pradesh,537,1,157,2,20260831,0.01
94647,Uttar Pradesh,537,2,157,2,20260831,0.01
98737,Uttar Pradesh,538,1,82,1,20260831,0.01
104830,Uttar Pradesh,539,1,114,2,20260831,0.01
100734,Uttar Pradesh,539,2,114,2,20260831,0.01
102820,Uttar Pradesh,540,1,153,2,20260831,0.01
106864,Uttar Pradesh,540,2,153,2,20260831,0.01
98686,Uttar Pradesh,541,1,87,1,20260831,0.01
94692,Uttar Pradesh,542,1,90,1,20260831,0.01
72341,Uttar Pradesh,543,1,99,1,20260831,0.01
74305,Uttar Pradesh,544,1,148,2,20260831,0.01
70175,Uttar Pradesh,544,2,148,2,20260831,0.01
80456,Uttar Pradesh,545,1,142,2,20260831,0.01
78303,Uttar Pradesh,545,2,142,2,20260831,0.01
74379,Uttar Pradesh,546,1,188,2,20260831,0.01
74406,Uttar Pradesh,546,2,188,2,20260831,0.01
76171,Uttar Pradesh,547,1,214,3,20260831,0.01
76164,Uttar Pradesh,547,2,214,3,20260831,0.01
76182,Uttar Pradesh,547,3,214,3,20260831,0.01
74229,Uttar Pradesh,548,1,221,3,20260831,0.01
74206,Uttar Pradesh,548,2,221,3,20260831,0.01
76228,Uttar Pradesh,548,3,221,3,20260831,0.01
70219,Uttar Pradesh,549,1,184,2,20260831,0.01
70274,Uttar Pradesh,549,2,184,2,20260831,0.01
82391,Uttar Pradesh,550,1,117,2,20260831,0.01
82354,Uttar Pradesh,550,2,117,2,20260831,0.01
80183,Uttar Pradesh,551,1,55,1,20260831,0.01
74119,Uttar Pradesh,552,1,99,1,20260831,0.01
73995,Uttar Pradesh,553,1,161,2,20260831,0.01
76003,Uttar Pradesh,553,2,161,2,20260831,0.01
74111,Uttar Pradesh,554,1,142,2,20260831,0.01
78107,Uttar Pradesh,554,2,142,2,20260831,0.01
78021,Uttar Pradesh,555,1,112,2,20260831,0.01
78005,Uttar Pradesh,555,2,112,2,20260831,0.01
82405,Uttar Pradesh,556,1,126,2,20260831,0.01
84509,Uttar Pradesh,556,2,126,2,20260831,0.01
12542,Uttar Pradesh,557,1,300,3,20260831,0.01
5296,Uttar Pradesh,557,2,300,3,20260831,0.01
8493,Uttar Pradesh,557,3,300,3,20260831,0.01
17027,Uttar Pradesh,558,1,57,1,20260831,0.01
19530,Uttar Pradesh,559,1,130,2,20260831,0.01
17131,Uttar Pradesh,559,2,130,2,20260831,0.01
19488,Uttar Pradesh,560,1,86,1,20260831,0.01
11937,Uttar Pradesh,561,1,263,3,20260831,0.01
16455,Uttar Pradesh,561,2,263,3,20260831,0.01
16512,Uttar Pradesh,561,3,263,3,20260831,0.01
9824,Uttar Pradesh,562,1,501,6,20260831,0.01
9887,Uttar Pradesh,562,2,501,6,20260831,0.01
9855,Uttar Pradesh,562,3,501,6,20260831,0.01
12062,Uttar Pradesh,562,4,501,6,20260831,0.01
9922,Uttar Pradesh,562,5,501,6,20260831,0.01
8102,Uttar Pradesh,562,6,501,6,20260831,0.01
40485,Uttar Pradesh,563,1,83,1,20260831,0.01
38267,Uttar Pradesh,564,1,78,1,20260831,0.01
45174,Uttar Pradesh,565,1,63,1,20260831,0.01
47286,Uttar Pradesh,566,1,92,1,20260831,0.01
45213,Uttar Pradesh,567,1,84,1,20260831,0.01
45159,Uttar Pradesh,568,1,91,1,20260831,0.01
38194,Uttar Pradesh,569,1,80,1,20260831,0.01
61439,Uttar Pradesh,570,1,151,2,20260831,0.01
63246,Uttar Pradesh,570,2,151,2,20260831,0.01
66291,Uttar Pradesh,571,1,115,2,20260831,0.01
66292,Uttar Pradesh,571,2,115,2,20260831,0.01
61364,Uttar Pradesh,572,1,121,2,20260831,0.01
61398,Uttar Pradesh,572,2,121,2,20260831,0.01
61325,Uttar Pradesh,573,1,169,2,20260831,0.01
63084,Uttar Pradesh,573,2,169,2,20260831,0.01
68158,Uttar Pradesh,574,1,141,2,20260831,0.01
70129,Uttar Pradesh,574,2,141,2,20260831,0.01
63171,Uttar Pradesh,575,1,135,2,20260831,0.01
64604,Uttar Pradesh,575,2,135,2,20260831,0.01
64731,Uttar Pradesh,576,1,186,2,20260831,0.01
64733,Uttar Pradesh,576,2,186,2,20260831,0.01
48185,Uttar Pradesh,577,1,266,3,20260831,0.01
50227,Uttar Pradesh,577,2,266,3,20260831,0.01
48190,Uttar Pradesh,577,3,266,3,20260831,0.01
50185,Uttar Pradesh,578,1,131,2,20260831,0.01
48097,Uttar Pradesh,578,2,131,2,20260831,0.01
52314,Uttar Pradesh,579,1,155,2,20260831,0.01
52242,Uttar Pradesh,579,2,155,2,20260831,0.01
50977,Uttar Pradesh,580,1,77,1,20260831,0.01
48866,Uttar Pradesh,581,1,118,2,20260831,0.01
48869,Uttar Pradesh,581,2,118,2,20260831,0.01
46878,Uttar Pradesh,582,1,137,2,20260831,0.01
42425,Uttar Pradesh,582,2,137,2,20260831,0.01
46750,Uttar Pradesh,583,1,145,2,20260831,0.01
44748,Uttar Pradesh,583,2,145,2,20260831,0.01
63354,Uttar Pradesh,584,1,149,2,20260831,0.01
63374,Uttar Pradesh,584,2,149,2,20260831,0.01
57933,Uttar Pradesh,585,1,131,2,20260831,0.01
59743,Uttar Pradesh,585,2,131,2,20260831,0.01
61579,Uttar Pradesh,586,1,38,1,20260831,0.01
61547,Uttar Pradesh,587,1,176,2,20260831,0.01
64781,Uttar Pradesh,587,2,176,2,20260831,0.01
28286,Uttar Pradesh,588,1,158,2,20260831,0.01
28290,Uttar Pradesh,588,2,158,2,20260831,0.01
35088,Uttar Pradesh,589,1,152,2,20260831,0.01
32807,Uttar Pradesh,589,2,152,2,20260831,0.01
28313,Uttar Pradesh,590,1,134,2,20260831,0.01
28304,Uttar Pradesh,590,2,134,2,20260831,0.01
28390,Uttar Pradesh,591,1,138,2,20260831,0.01
28401,Uttar Pradesh,591,2,138,2,20260831,0.01
30486,Uttar Pradesh,592,1,183,2,20260831,0.01
32742,Uttar Pradesh,592,2,183,2,20260831,0.01
26037,Uttar Pradesh,593,1,169,2,20260831,0.01
23714,Uttar Pradesh,593,2,169,2,20260831,0.01
55866,Uttar Pradesh,594,1,4,1,20260831,0.01
61335,Uttar Pradesh,595,1,165,2,20260831,0.01
57659,Uttar Pradesh,595,2,165,2,20260831,0.01
55890,Uttar Pradesh,596,1,122,2,20260831,0.01
55838,Uttar Pradesh,596,2,122,2,20260831,0.01
54079,Uttar Pradesh,597,1,122,2,20260831,0.01
54056,Uttar Pradesh,597,2,122,2,20260831,0.01
57638,Uttar Pradesh,598,1,119,2,20260831,0.01
59488,Uttar Pradesh,598,2,119,2,20260831,0.01
82294,Uttar Pradesh,599,1,92,1,20260831,0.01
73967,Uttar Pradesh,600,1,189,2,20260831,0.01
77982,Uttar Pradesh,600,2,189,2,20260831,0.01
82222,Uttar Pradesh,601,1,42,1,20260831,0.01
86514,Uttar Pradesh,602,1,81,1,20260831,0.01
86672,Uttar Pradesh,603,1,131,2,20260831,0.01
84549,Uttar Pradesh,603,2,131,2,20260831,0.01
84387,Uttar Pradesh,604,1,8,1,20260831,0.01
84465,Uttar Pradesh,605,1,70,1,20260831,0.01
86456,Uttar Pradesh,606,1,38,1,20260831,0.01
88590,Uttar Pradesh,607,1,78,1,20260831,0.01
88563,Uttar Pradesh,608,1,51,1,20260831,0.01
84396,Uttar Pradesh,609,1,10,1,20260831,0.01
21940,Uttar Pradesh,610,1,94,1,20260831,0.01
26631,Uttar Pradesh,611,1,123,2,20260831,0.01
24240,Uttar Pradesh,611,2,123,2,20260831,0.01
24326,Uttar Pradesh,612,1,104,2,20260831,0.01
24335,Uttar Pradesh,612,2,104,2,20260831,0.01
24418,Uttar Pradesh,613,1,95,1,20260831,0.01
24230,Uttar Pradesh,614,1,97,1,20260831,0.01
26727,Uttar Pradesh,615,1,120,2,20260831,0.01
24350,Uttar Pradesh,615,2,120,2,20260831,0.01
19649,Uttar Pradesh,616,1,134,2,20260831,0.01
19583,Uttar Pradesh,616,2,134,2,20260831,0.01
56660,Uttar Pradesh,617,1,136,2,20260831,0.01
56630,Uttar Pradesh,617,2,136,2,20260831,0.01
56826,Uttar Pradesh,618,1,121,2,20260831,0.01
56877,Uttar Pradesh,618,2,121,2,20260831,0.01
56763,Uttar Pradesh,619,1,91,1,20260831,0.01
58464,Uttar Pradesh,620,1,128,2,20260831,0.01
58490,Uttar Pradesh,620,2,128,2,20260831,0.01
54918,Uttar Pradesh,621,1,145,2,20260831,0.01
54938,Uttar Pradesh,621,2,145,2,20260831,0.01
56788,Uttar Pradesh,622,1,138,2,20260831,0.01
56791,Uttar Pradesh,622,2,138,2,20260831,0.01
52953,Uttar Pradesh,623,1,147,2,20260831,0.01
54893,Uttar Pradesh,623,2,147,2,20260831,0.01
45107,Uttar Pradesh,624,1,88,1,20260831,0.01
55195,Uttar Pradesh,625,1,97,1,20260831,0.01
49253,Uttar Pradesh,626,1,82,1,20260831,0.01
38098,Uttar Pradesh,627,1,113,2,20260831,0.01
40399,Uttar Pradesh,627,2,113,2,20260831,0.01
47170,Uttar Pradesh,628,1,54,1,20260831,0.01
51252,Uttar Pradesh,629,1,24,1,20260831,0.01
47077,Uttar Pradesh,630,1,104,2,20260831,0.01
42691,Uttar Pradesh,630,2,104,2,20260831,0.01
51263,Uttar Pradesh,631,1,90,1,20260831,0.01
47094,Uttar Pradesh,632,1,106,2,20260831,0.01
49177,Uttar Pradesh,632,2,106,2,20260831,0.01
18685,Uttar Pradesh,633,1,448,5,20260831,0.01
23429,Uttar Pradesh,633,2,448,5,20260831,0.01
21100,Uttar Pradesh,633,3,448,5,20260831,0.01
30443,Uttar Pradesh,633,4,448,5,20260831,0.01
30436,Uttar Pradesh,633,5,448,5,20260831,0.01
23411,Uttar Pradesh,634,1,490,5,20260831,0.01
30310,Uttar Pradesh,634,2,490,5,20260831,0.01
28037,Uttar Pradesh,634,3,490,5,20260831,0.01
25685,Uttar Pradesh,634,4,490,5,20260831,0.01
30379,Uttar Pradesh,634,5,490,5,20260831,0.01
56325,Uttar Pradesh,635,1,204,3,20260831,0.01
56346,Uttar Pradesh,635,2,204,3,20260831,0.01
52621,Uttar Pradesh,635,3,204,3,20260831,0.01
54468,Uttar Pradesh,636,1,178,2,20260831,0.01
56257,Uttar Pradesh,636,2,178,2,20260831,0.01
61811,Uttar Pradesh,637,1,130,2,20260831,0.01
63552,Uttar Pradesh,637,2,130,2,20260831,0.01
61714,Uttar Pradesh,638,1,155,2,20260831,0.01
63484,Uttar Pradesh,638,2,155,2,20260831,0.01
59909,Uttar Pradesh,639,1,187,2,20260831,0.01
58111,Uttar Pradesh,639,2,187,2,20260831,0.01
56439,Uttar Pradesh,640,1,124,2,20260831,0.01
56421,Uttar Pradesh,640,2,124,2,20260831,0.01
57968,Uttar Pradesh,641,1,217,3,20260831,0.01
64901,Uttar Pradesh,641,2,217,3,20260831,0.01
64902,Uttar Pradesh,641,3,217,3,20260831,0.01
63452,Uttar Pradesh,642,1,167,2,20260831,0.01
64960,Uttar Pradesh,642,2,167,2,20260831,0.01
34805,Uttar Pradesh,643,1,385,4,20260831,0.01
32557,Uttar Pradesh,643,2,385,4,20260831,0.01
37051,Uttar Pradesh,643,3,385,4,20260831,0.01
30344,Uttar Pradesh,643,4,385,4,20260831,0.01
32428,Uttar Pradesh,644,1,394,4,20260831,0.01
39332,Uttar Pradesh,644,2,394,4,20260831,0.01
37022,Uttar Pradesh,644,3,394,4,20260831,0.01
34680,Uttar Pradesh,644,4,394,4,20260831,0.01
27950,Uttar Pradesh,645,1,285,3,20260831,0.01
27894,Uttar Pradesh,645,2,285,3,20260831,0.01
30234,Uttar Pradesh,645,3,285,3,20260831,0.01
30980,Uttar Pradesh,646,1,105,2,20260831,0.01
31013,Uttar Pradesh,646,2,105,2,20260831,0.01
28799,Uttar Pradesh,647,1,86,1,20260831,0.01
24137,Uttar Pradesh,648,1,108,2,20260831,0.01
24144,Uttar Pradesh,648,2,108,2,20260831,0.01
24039,Uttar Pradesh,649,1,127,2,20260831,0.01
26380,Uttar Pradesh,649,2,127,2,20260831,0.01
28710,Uttar Pradesh,650,1,99,1,20260831,0.01
24081,Uttar Pradesh,651,1,86,1,20260831,0.01
26346,Uttar Pradesh,652,1,126,2,20260831,0.01
23960,Uttar Pradesh,652,2,126,2,20260831,0.01
33277,Uttar Pradesh,653,1,97,1,20260831,0.01
24141,Uttar Pradesh,654,1,77,1,20260831,0.01
13623,Uttar Pradesh,655,1,373,4,20260831,0.01
18367,Uttar Pradesh,655,2,373,4,20260831,0.01
15880,Uttar Pradesh,655,3,373,4,20260831,0.01
13621,Uttar Pradesh,655,4,373,4,20260831,0.01
25483,Uttar Pradesh,656,1,437,5,20260831,0.01
27891,Uttar Pradesh,656,2,437,5,20260831,0.01
20913,Uttar Pradesh,656,3,437,5,20260831,0.01
20902,Uttar Pradesh,656,4,437,5,20260831,0.01
20911,Uttar Pradesh,656,5,437,5,20260831,0.01
18341,Uttar Pradesh,657,1,43,1,20260831,0.01
23188,Uttar Pradesh,658,1,462,5,20260831,0.01
15993,Uttar Pradesh,658,2,462,5,20260831,0.01
11661,Uttar Pradesh,658,3,462,5,20260831,0.01
18465,Uttar Pradesh,658,4,462,5,20260831,0.01
16021,Uttar Pradesh,658,5,462,5,20260831,0.01
90884,Uttar Pradesh,659,1,55,1,20260831,0.01
90858,Uttar Pradesh,660,1,170,2,20260831,0.01
90849,Uttar Pradesh,660,2,170,2,20260831,0.01
82486,Uttar Pradesh,661,1,156,2,20260831,0.01
84597,Uttar Pradesh,661,2,156,2,20260831,0.01
90882,Uttar Pradesh,662,1,115,2,20260831,0.01
90877,Uttar Pradesh,662,2,115,2,20260831,0.01
56175,Uttar Pradesh,663,1,135,2,20260831,0.01
57954,Uttar Pradesh,663,2,135,2,20260831,0.01
56228,Uttar Pradesh,664,1,143,2,20260831,0.01
50395,Uttar Pradesh,664,2,143,2,20260831,0.01
52377,Uttar Pradesh,665,1,201,3,20260831,0.01
52375,Uttar Pradesh,665,2,201,3,20260831,0.01
54351,Uttar Pradesh,665,3,201,3,20260831,0.01
41911,Uttar Pradesh,666,1,139,2,20260831,0.01
41892,Uttar Pradesh,666,2,139,2,20260831,0.01
37151,Uttar Pradesh,667,1,188,2,20260831,0.01
39556,Uttar Pradesh,667,2,188,2,20260831,0.01
44169,Uttar Pradesh,668,1,201,3,20260831,0.01
50401,Uttar Pradesh,668,2,201,3,20260831,0.01
46205,Uttar Pradesh,668,3,201,3,20260831,0.01
41803,Uttar Pradesh,669,1,187,2,20260831,0.01
41815,Uttar Pradesh,669,2,187,2,20260831,0.01
41993,Uttar Pradesh,670,1,2,1,20260831,0.01
50443,Uttar Pradesh,671,1,190,2,20260831,0.01
46346,Uttar Pradesh,671,2,190,2,20260831,0.01
39637,Uttar Pradesh,672,1,146,2,20260831,0.01
41935,Uttar Pradesh,672,2,146,2,20260831,0.01
37302,Uttar Pradesh,673,1,219,3,20260831,0.01
34973,Uttar Pradesh,673,2,219,3,20260831,0.01
37268,Uttar Pradesh,673,3,219,3,20260831,0.01
41991,Uttar Pradesh,674,1,9,1,20260831,0.01
41996,Uttar Pradesh,675,1,17,1,20260831,0.01
41990,Uttar Pradesh,676,1,9,1,20260831,0.01
41987,Uttar Pradesh,677,1,4,1,20260831,0.01
42007,Uttar Pradesh,678,1,81,1,20260831,0.01
41992,Uttar Pradesh,679,1,2,1,20260831,0.01
16653,Uttar Pradesh,680,1,163,2,20260831,0.01
19070,Uttar Pradesh,680,2,163,2,20260831,0.01
16640,Uttar Pradesh,681,1,157,2,20260831,0.01
18993,Uttar Pradesh,681,2,157,2,20260831,0.01
21419,Uttar Pradesh,682,1,136,2,20260831,0.01
23762,Uttar Pradesh,682,2,136,2,20260831,0.01
68820,Uttar Pradesh,683,1,221,3,20260831,0.01
72843,Uttar Pradesh,683,2,221,3,20260831,0.01
66896,Uttar Pradesh,683,3,221,3,20260831,0.01
76622,Uttar Pradesh,684,1,204,3,20260831,0.01
74674,Uttar Pradesh,684,2,204,3,20260831,0.01
76636,Uttar Pradesh,684,3,204,3,20260831,0.01
68637,Uttar Pradesh,685,1,154,2,20260831,0.01
68695,Uttar Pradesh,685,2,154,2,20260831,0.01
70659,Uttar Pradesh,686,1,105,2,20260831,0.01
70687,Uttar Pradesh,686,2,105,2,20260831,0.01
72610,Uttar Pradesh,687,1,198,2,20260831,0.01
66649,Uttar Pradesh,687,2,198,2,20260831,0.01
76734,Uttar Pradesh,688,1,260,3,20260831,0.01
80987,Uttar Pradesh,688,2,260,3,20260831,0.01
78781,Uttar Pradesh,688,3,260,3,20260831,0.01
78702,Uttar Pradesh,689,1,474,5,20260831,0.01
85130,Uttar Pradesh,689,2,474,5,20260831,0.01
76671,Uttar Pradesh,689,3,474,5,20260831,0.01
83062,Uttar Pradesh,689,4,474,5,20260831,0.01
83056,Uttar Pradesh,689,5,474,5,20260831,0.01
72711,Uttar Pradesh,690,1,190,2,20260831,0.01
72710,Uttar Pradesh,690,2,190,2,20260831,0.01
45273,Uttar Pradesh,691,1,90,1,20260831,0.01
49323,Uttar Pradesh,692,1,83,1,20260831,0.01
55349,Uttar Pradesh,693,1,126,2,20260831,0.01
57215,Uttar Pradesh,693,2,126,2,20260831,0.01
49370,Uttar Pradesh,694,1,83,1,20260831,0.01
55387,Uttar Pradesh,695,1,82,1,20260831,0.01
51399,Uttar Pradesh,696,1,92,1,20260831,0.01
51455,Uttar Pradesh,697,1,100,1,20260831,0.01
3569,Uttar Pradesh,698,1,530,6,20260831,0.01
6405,Uttar Pradesh,698,2,530,6,20260831,0.01
3570,Uttar Pradesh,698,3,530,6,20260831,0.01
6335,Uttar Pradesh,698,4,530,6,20260831,0.01
6416,Uttar Pradesh,698,5,530,6,20260831,0.01
4928,Uttar Pradesh,698,6,530,6,20260831,0.01
2558,Uttar Pradesh,699,1,718,8,20260831,0.01
1187,Uttar Pradesh,699,2,718,8,20260831,0.01
1690,Uttar Pradesh,699,3,718,8,20260831,0.01
3673,Uttar Pradesh,699,4,718,8,20260831,0.01
1733,Uttar Pradesh,699,5,718,8,20260831,0.01
2480,Uttar Pradesh,699,6,718,8,20260831,0.01
1170,Uttar Pradesh,699,7,718,8,20260831,0.01
1670,Uttar Pradesh,699,8,718,8,20260831,0.01
54634,Uttar Pradesh,700,1,122,2,20260831,0.01
52752,Uttar Pradesh,700,2,122,2,20260831,0.01
50658,Uttar Pradesh,701,1,13,1,20260831,0.01
50666,Uttar Pradesh,702,1,9,1,20260831,0.01
52730,Uttar Pradesh,703,1,11,1,20260831,0.01
52733,Uttar Pradesh,704,1,9,1,20260831,0.01
50639,Uttar Pradesh,705,1,10,1,20260831,0.01
54588,Uttar Pradesh,706,1,149,2,20260831,0.01
54564,Uttar Pradesh,706,2,149,2,20260831,0.01
48637,Uttar Pradesh,707,1,154,2,20260831,0.01
46568,Uttar Pradesh,707,2,154,2,20260831,0.01
48607,Uttar Pradesh,708,1,100,1,20260831,0.01
70002,Uttar Pradesh,709,1,9,1,20260831,0.01
72137,Uttar Pradesh,710,1,128,2,20260831,0.01
72156,Uttar Pradesh,710,2,128,2,20260831,0.01
72036,Uttar Pradesh,711,1,151,2,20260831,0.01
72108,Uttar Pradesh,711,2,151,2,20260831,0.01
66133,Uttar Pradesh,712,1,150,2,20260831,0.01
70082,Uttar Pradesh,712,2,150,2,20260831,0.01
64454,Uttar Pradesh,713,1,76,1,20260831,0.01
68003,Uttar Pradesh,714,1,173,2,20260831,0.01
64423,Uttar Pradesh,714,2,173,2,20260831,0.01
71974,Uttar Pradesh,715,1,215,3,20260831,0.01
69964,Uttar Pradesh,715,2,215,3,20260831,0.01
71973,Uttar Pradesh,715,3,215,3,20260831,0.01
68053,Uttar Pradesh,716,1,28,1,20260831,0.01
62984,Uttar Pradesh,717,1,147,2,20260831,0.01
63001,Uttar Pradesh,717,2,147,2,20260831,0.01
63041,Uttar Pradesh,718,1,174,2,20260831,0.01
68137,Uttar Pradesh,718,2,174,2,20260831,0.01
57128,Uttar Pradesh,719,1,129,2,20260831,0.01
58909,Uttar Pradesh,719,2,129,2,20260831,0.01
60734,Uttar Pradesh,720,1,157,2,20260831,0.01
60740,Uttar Pradesh,720,2,157,2,20260831,0.01
55312,Uttar Pradesh,721,1,131,2,20260831,0.01
55266,Uttar Pradesh,721,2,131,2,20260831,0.01
58853,Uttar Pradesh,722,1,118,2,20260831,0.01
55224,Uttar Pradesh,722,2,118,2,20260831,0.01
57199,Uttar Pradesh,723,1,164,2,20260831,0.01
57192,Uttar Pradesh,723,2,164,2,20260831,0.01
11688,Uttar Pradesh,724,1,445,5,20260831,0.01
20985,Uttar Pradesh,724,2,445,5,20260831,0.01
21003,Uttar Pradesh,724,3,445,5,20260831,0.01
16109,Uttar Pradesh,724,4,445,5,20260831,0.01
18569,Uttar Pradesh,724,5,445,5,20260831,0.01
13921,Uttar Pradesh,725,1,269,3,20260831,0.01
16231,Uttar Pradesh,725,2,269,3,20260831,0.01
21033,Uttar Pradesh,725,3,269,3,20260831,0.01
59663,Uttar Pradesh,726,1,118,2,20260831,0.01
57848,Uttar Pradesh,726,2,118,2,20260831,0.01
55967,Uttar Pradesh,727,1,183,2,20260831,0.01
55963,Uttar Pradesh,727,2,183,2,20260831,0.01
54169,Uttar Pradesh,728,1,202,3,20260831,0.01
54241,Uttar Pradesh,728,2,202,3,20260831,0.01
57801,Uttar Pradesh,728,3,202,3,20260831,0.01
57792,Uttar Pradesh,729,1,119,2,20260831,0.01
59615,Uttar Pradesh,729,2,119,2,20260831,0.01
61163,Uttar Pradesh,730,1,146,2,20260831,0.01
59349,Uttar Pradesh,730,2,146,2,20260831,0.01
64288,Uttar Pradesh,731,1,221,3,20260831,0.01
64318,Uttar Pradesh,731,2,221,3,20260831,0.01
65922,Uttar Pradesh,731,3,221,3,20260831,0.01
64360,Uttar Pradesh,732,1,217,3,20260831,0.01
59273,Uttar Pradesh,732,2,217,3,20260831,0.01
59266,Uttar Pradesh,732,3,217,3,20260831,0.01
67960,Uttar Pradesh,733,1,201,3,20260831,0.01
62925,Uttar Pradesh,733,2,201,3,20260831,0.01
