reg,var,beta,ymean,cov1,cov2,cov3,cov4,cov5,cov6,cov7,cov8,cov9,cov10,cov11,cov12,cov13,cov14,cov15,cov16,cov17,cov18,cov19,cov20,cov21,cov22,cov23,cov24,cov25,cov26,cov27,cov28,cov29,cov30,cov31,cov32,cov33,cov34,cov35,cov36,cov37,cov38,cov39,cov40,cov41
evreg1,1bn.relative_year_bin_aux,519.3011118869216,112.4798886164195,5434.720006560723,4263.71821546024,2706.277616200737,1355.564932900057,-1404.555380713116,-2871.295331687892,-4088.002351664314,-5338.443308751383,-6574.352353950294,0,-1.423403460443121,318.5723882495585,-451.9373907128925,-499.1096973856918,-188.2975946128044,-95.43256012217064,-348.7963505166127,-106.5344631610385,-155.8144362936661,-120.91112922918,-104.8711205184429,,,,,,,,,,,,,,,,,,,,
evreg1,2.relative_year_bin_aux,402.9721333760903,112.4798886164195,4263.71821546024,3389.592971792417,2146.941472511272,1076.778348898787,-1107.960817696538,-2273.792764782119,-3228.766803111883,-4218.185251256572,-5195.446034645717,0,-1.127165837228233,251.0567076294132,-336.6751068439993,-420.0742083494722,-160.2860668601016,-82.94347181318804,-285.7850506546295,-87.86220877219995,-132.1762573820761,-104.4902369230669,-91.11288543466139,,,,,,,,,,,,,,,,,,,,
evreg1,3.relative_year_bin_aux,268.7687579540889,112.4798886164195,2706.277616200737,2146.941472511272,1379.945551703701,687.5749469589283,-709.3360193819342,-1450.358848155526,-2067.929766576562,-2701.525117565363,-3324.618972203196,0,-.7212545114072633,161.0788200127574,-206.7635112585587,-255.1219213644338,-113.0141259217606,-53.51491409256234,-183.2087312578109,-60.19499724180194,-82.7689830953117,-63.59111094284621,-56.38840255883823,,,,,,,,,,,,,,,,,,,,
evreg1,4.relative_year_bin_aux,123.4590064305842,112.4798886164195,1355.564932900057,1076.778348898787,687.5749469589283,348.8039580902754,-351.0443251149278,-721.6372656077527,-1031.955928848717,-1349.415029084102,-1661.453460399983,0,-.3454083780975483,78.74347484177646,-103.099670836395,-128.8345074136649,-52.91142902194666,-31.10701022083863,-92.17486390173895,-31.34574144462911,-42.37315340167271,-32.81420261187454,-29.68661348610025,,,,,,,,,,,,,,,,,,,,
evreg1,6.relative_year_bin_aux,-127.5814168236308,112.4798886164195,-1404.555380713116,-1107.960817696538,-709.3360193819342,-351.0443251149278,382.2522310414656,767.147113376893,1092.22349678743,1422.522006421209,1746.759402218471,0,.3642148140096826,-83.7519794117498,106.8600987779282,125.2613544773922,51.93746896130449,22.17342148219512,92.59265541772763,30.00176357863912,36.15090759337999,26.5713646184693,22.98238332930919,,,,,,,,,,,,,,,,,,,,
evreg1,7.relative_year_bin_aux,-254.3906054772657,112.4798886164195,-2871.295331687892,-2273.792764782119,-1450.358848155526,-721.6372656077527,767.147113376893,1568.444773132186,2223.116661002657,2892.173931831523,3558.489462844657,0,.7277919673913772,-169.4868307925318,216.7742507804772,263.9580880230911,105.8700605283519,48.975783454262,194.8313639367241,52.09874853364686,76.01111825916436,61.88814052401334,50.88116480404911,,,,,,,,,,,,,,,,,,,,
evreg1,8.relative_year_bin_aux,-322.5402017192592,112.4798886164195,-4088.002351664314,-3228.766803111883,-2067.929766576562,-1031.955928848717,1092.22349678743,2223.116661002657,3202.792866805222,4149.204075412052,5102.21938136186,0,.9729285360207455,-235.5615560413113,292.2816324344976,352.8417625304372,142.2728738114614,67.59630614463738,270.711013935081,84.89270640664105,83.73270115109906,76.56194753437381,65.38476986129481,,,,,,,,,,,,,,,,,,,,
evreg1,9.relative_year_bin_aux,-439.4508274669533,112.4798886164195,-5338.443308751383,-4218.185251256572,-2701.525117565363,-1349.415029084102,1422.522006421209,2892.173931831523,4149.204075412052,5417.434877095059,6654.067982544373,0,1.306986306944321,-309.2205887081921,382.4045068570215,462.1430074653572,186.045143301538,89.5152595305493,348.8565248032488,111.97625692538,135.4634775312977,92.9167171214646,85.54538834029954,,,,,,,,,,,,,,,,,,,,
evreg1,10.relative_year_bin_aux,-522.6038232224862,112.4798886164195,-6574.352353950294,-5195.446034645717,-3324.618972203196,-1661.453460399983,1746.759402218471,3558.489462844657,5102.21938136186,6654.067982544373,8193.38018242301,0,1.595507686267169,-380.529915467277,469.0210642828423,568.4654878372731,225.7518406365529,109.1532629540925,427.0916340113362,133.1922158360196,168.4270902408476,125.202473698693,99.94482506164414,,,,,,,,,,,,,,,,,,,,
evreg1,1o.treat,0,112.4798886164195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
evreg1,wind_direction,-.9150777473172588,112.4798886164195,-1.423403460443121,-1.127165837228233,-.7212545114072633,-.3454083780975483,.3642148140096826,.7277919673913772,.9729285360207455,1.306986306944321,1.595507686267169,0,.0011891557347818,-.1286849135485594,.1251004225633162,.1640227855577819,.0788944349903081,.0411848625461169,.0837293134316256,.0059264943932182,.0804099817453312,.0235454302084134,.0424140352942988,,,,,,,,,,,,,,,,,,,,
evreg1,av_wind_speed,122.5900310818374,112.4798886164195,318.5723882495585,251.0567076294132,161.0788200127574,78.74347484177646,-83.7519794117498,-169.4868307925318,-235.5615560413113,-309.2205887081921,-380.529915467277,0,-.1286849135485594,39.41902124374292,-25.81651448970984,-31.20116478974126,-15.07192016385229,-5.178898686268408,-18.22528337521402,-6.02494616537842,-9.983324322157474,-4.329791761123432,-3.765615210058527,,,,,,,,,,,,,,,,,,,,
evreg1,1bn.relative_year_bin_aux#1.treat,-63.30561789980727,112.4798886164195,-451.9373907128925,-336.6751068439993,-206.7635112585587,-103.099670836395,106.8600987779282,216.7742507804772,292.2816324344976,382.4045068570215,469.0210642828423,0,.1251004225633162,-25.81651448970984,158.548126780533,95.35701715707646,61.82086047011187,35.59288961639042,61.94047767865932,36.58417636940652,42.16303076371751,34.83607505735079,32.14181688396149,,,,,,,,,,,,,,,,,,,,
evreg1,2.relative_year_bin_aux#1.treat,-77.35319025153136,112.4798886164195,-499.1096973856918,-420.0742083494722,-255.1219213644338,-128.8345074136649,125.2613544773922,263.9580880230911,352.8417625304372,462.1430074653572,568.4654878372731,0,.1640227855577819,-31.20116478974126,95.35701715707646,126.0912921768329,68.97466407874792,44.10033783191364,67.52697696665973,33.36194891262702,44.37998654860675,37.7219258513709,33.95458202689645,,,,,,,,,,,,,,,,,,,,
evreg1,3.relative_year_bin_aux#1.treat,-44.62326519627534,112.4798886164195,-188.2975946128044,-160.2860668601016,-113.0141259217606,-52.91142902194666,51.93746896130449,105.8700605283519,142.2728738114614,186.045143301538,225.7518406365529,0,.0788944349903081,-15.07192016385229,61.82086047011187,68.97466407874792,77.123226858001,41.48059285904284,48.75028077834786,34.70116526323804,34.30200556829804,28.90711014700108,28.2381348389149,,,,,,,,,,,,,,,,,,,,
evreg1,4.relative_year_bin_aux#1.treat,-22.18381288880173,112.4798886164195,-95.43256012217064,-82.94347181318804,-53.51491409256234,-31.10701022083863,22.17342148219512,48.975783454262,67.59630614463738,89.5152595305493,109.1532629540925,0,.0411848625461169,-5.178898686268408,35.59288961639042,44.10033783191364,41.48059285904284,46.95822454083009,31.82595066342298,25.21949042503968,24.39721016514014,22.54991613767744,23.10672926904752,,,,,,,,,,,,,,,,,,,,
evreg1,6.relative_year_bin_aux#1.treat,-33.46177181073802,112.4798886164195,-348.7963505166127,-285.7850506546295,-183.2087312578109,-92.17486390173895,92.59265541772763,194.8313639367241,270.711013935081,348.8565248032488,427.0916340113362,0,.0837293134316256,-18.22528337521402,61.94047767865932,67.52697696665973,48.75028077834786,31.82595066342298,76.93717863908704,38.77054630456297,37.42437406930905,31.83050526804776,32.28354897285325,,,,,,,,,,,,,,,,,,,,
evreg1,7.relative_year_bin_aux#1.treat,-5.834491055586422,112.4798886164195,-106.5344631610385,-87.86220877219995,-60.19499724180194,-31.34574144462911,30.00176357863912,52.09874853364686,84.89270640664105,111.97625692538,133.1922158360196,0,.0059264943932182,-6.02494616537842,36.58417636940652,33.36194891262702,34.70116526323804,25.21949042503968,38.77054630456297,57.36217521141556,24.30962990357328,21.29009068891421,21.09414935927001,,,,,,,,,,,,,,,,,,,,
evreg1,8.relative_year_bin_aux#1.treat,-28.70653846170938,112.4798886164195,-155.8144362936661,-132.1762573820761,-82.7689830953117,-42.37315340167271,36.15090759337999,76.01111825916436,83.73270115109906,135.4634775312977,168.4270902408476,0,.0804099817453312,-9.983324322157474,42.16303076371751,44.37998654860675,34.30200556829804,24.39721016514014,37.42437406930905,24.30962990357328,72.36659022117179,29.82910966119044,28.42534194813553,,,,,,,,,,,,,,,,,,,,
evreg1,9.relative_year_bin_aux#1.treat,-9.68552802091855,112.4798886164195,-120.91112922918,-104.4902369230669,-63.59111094284621,-32.81420261187454,26.5713646184693,61.88814052401334,76.56194753437381,92.9167171214646,125.202473698693,0,.0235454302084134,-4.329791761123432,34.83607505735079,37.7219258513709,28.90711014700108,22.54991613767744,31.83050526804776,21.29009068891421,29.82910966119044,79.0281208231978,58.71610489373752,,,,,,,,,,,,,,,,,,,,
evreg1,10.relative_year_bin_aux#1.treat,-22.07455946679839,112.4798886164195,-104.8711205184429,-91.11288543466139,-56.38840255883823,-29.68661348610025,22.98238332930919,50.88116480404911,65.38476986129481,85.54538834029954,99.94482506164414,0,.0424140352942988,-3.765615210058527,32.14181688396149,33.95458202689645,28.2381348389149,23.10672926904752,32.28354897285325,21.09414935927001,28.42534194813553,58.71610489373752,79.54923706587633,,,,,,,,,,,,,,,,,,,,
evreg2,1bn.relative_year_bin_aux,519.5540943640098,112.4798886164195,5437.779188515146,4268.100559784779,2711.229654371297,1356.263656333593,-1406.465768002446,-2865.614663092782,-4083.729264965654,-5340.870306344722,-6574.575943605405,0,1.059409767487161,-1.423696604168694,318.6168953849685,-453.6713761708253,-499.8434906556978,-190.9523981378624,-93.05951734256222,-340.4048995034483,-110.2744860560481,-152.0138717347905,-113.8104048331117,-96.12335051942216,-5.593885498091764,-6.639041188017788,-9.519547506880954,-1.03893448155878,3.544347057279597,-12.01146481241926,-8.88752835871826,4.08719773388009,-.30434185074849,20.24903395457633,4.969690842921328,.6317192069748796,5.750701275734613,-4.692206139539508,-16.72178259961335,7.588580138587071,-7.696440423072539,-14.2257485315952,-17.47689244234465
