reg,var,beta,se,tstat,pvalue,stars,cov1,cov2,cov3,cov4,cov5,cov6,cov7,cov8,cov9
evreg1,1.post_,-21.11493040696502,2.715804026951777,-7.77483581194349,8.71909417277e-15,***,7.37559151280749,0,-7.592017840686884,1.705269201994048,-1.769154104037295,-1.556481818068596,1.781176478272573,.0453550717252306,-2.239442330898211
evreg1,1o.treat,0,,,,,0,0,0,0,0,0,0,0,0
evreg1,1.post_#1.treat,27.77826198965035,3.422806668108752,8.115638621505619,5.72594762584e-16,***,-7.592017840686884,0,11.71560548724974,-1.738914641472088,1.778160855655295,2.403362011242936,-3.373657462553488,-.0471742655193914,2.90714210307859
evreg1,1.downup_ac,-11.93031610052812,1.786143252360702,-6.67937248860645,2.59718985944e-11,***,1.705269201994048,0,-1.738914641472088,3.190307717953667,-1.815496486347877,-3.17676039027755,1.818457252037913,.0117441194991681,-1.181095179167511
evreg1,1.post_#1.downup_ac,2.803375236753331,1.758763036358854,1.593947097362886,.1109961999572846,,-1.769154104037295,0,1.778160855655295,-1.815496486347877,3.093247418062216,1.813429727824506,-3.093656604493242,-.000994787085716,.1805773444034294
evreg1,1.treat#1.downup_ac,8.968249698417626,2.792644567908686,3.211382429928645,.0013273727373434,***,-1.556481818068596,0,2.403362011242936,-3.17676039027755,1.813429727824506,7.798863682669894,-4.245552257230643,-.010816449481929,.3344363432982155
evreg1,1.post_#1.treat#1.downup_ac,-1.995361676413526,2.691030597201909,-.7414860605777844,.4584254009315799,,1.781176478272573,0,-3.373657462553488,1.818457252037913,-3.093656604493242,-4.245552257230643,7.241645675076863,.0024797630733866,.3821446905819257
evreg1,wind_direction,-1.516042593874218,.0505150539843738,-30.01169897478852,1.6299211540e-185,***,.0453550717252306,0,-.0471742655193914,.0117441194991681,-.000994787085716,-.010816449481929,.0024797630733866,.0025517706790442,-.1133244152015721
evreg1,av_wind_speed,100.9627703393137,3.645147573716163,27.69785538103303,9.1367637683e-160,***,-2.239442330898211,0,2.90714210307859,-1.181095179167511,.1805773444034294,.3344363432982155,.3821446905819257,-.1133244152015721,13.28710083416883
evreg2,1o.post_,0,,,,,0,0,0,0,0,0,0,0,0
evreg2,1o.treat,0,,,,,0,0,0,0,0,0,0,0,0
evreg2,1.post_#1.treat,24.81476092535225,3.455516274641444,7.181202157100856,7.67518492311e-13,***,0,0,11.94059272431188,-1.879067317026142,1.903085084737168,2.441614287229789,-3.41576083979516,-.0466094647984702,10.06433215050849
evreg2,1.downup_ac,-15.81021645571522,1.829459256043507,-8.642016160505973,6.86291367768e-18,***,0,0,-1.879067317026142,3.346921169523262,-1.897905882009978,-3.286887750606362,1.880903393930791,.0161779700663148,-5.14701890235572
evreg2,1.post_#1.downup_ac,3.338538322757023,1.780048617099473,1.875532101026013,.0607640660330074,*,0,0,1.903085084737168,-1.897905882009978,3.168573079237745,1.881053870032185,-3.146046992117927,-.0034181226134069,1.028960234570426
evreg2,1.treat#1.downup_ac,9.573430230877477,2.804466469873577,3.413636901606115,.0006449104416727,***,0,0,2.441614287229789,-3.286887750606362,1.881053870032185,7.86503218064516,-4.253613343464871,-.0101820225738895,3.248094957861056
evreg2,1.post_#1.treat#1.downup_ac,-1.616462718624067,2.706994515072378,-.5971429604395955,.5504326065162692,,0,0,-3.41576083979516,1.880903393930791,-3.146046992117927,-4.253613343464871,7.327819304631936,.0019771740922982,-.4835151407722013
evreg2,wind_direction,-.9907697990009667,.0489151621490423,-20.25486077266055,1.59618486831e-88,***,0,0,-.0466094647984702,.0161779700663148,-.0034181226134069,-.0101820225738895,.0019771740922982,.0023926930880671,-.4038589799632926
evreg2,av_wind_speed,258.2424105941457,11.52291216608985,22.41121054051885,3.0649545112e-107,***,0,0,10.06433215050849,-5.14701890235572,1.028960234570426,3.248094957861056,-.4835151407722013,-.4038589799632926,132.7775047874215
evreg3,1.post_,-34.52098829608899,3.183662710139824,-10.84316758372084,3.65454292091e-27,***,10.13570825193485,0,-10.33829017529834,2.081662147845117,-1.811735472731858,-1.821343475247421,1.840152784944966,.0881797290717175,-5.710309032105977
evreg3,1o.treat,0,,,,,0,0,0,0,0,0,0,0,0
evreg3,1.post_#1.treat,38.08190752452463,3.885953361641901,9.79988795038811,1.60963928256e-22,***,-10.33829017529834,0,15.10063352885599,-2.099178879995316,1.805524505003984,2.66563003371034,-3.403928718171588,-.0833339282502141,5.90032188863321
evreg3,1.downup_ac,-15.5596468756982,1.841912249587897,-8.447550570978319,3.62839784062e-17,***,2.081662147845117,0,-2.099178879995316,3.392640735181947,-1.861589877136238,-3.342355974621054,1.873480926289211,.0259776959183185,-2.312126809475752
evreg3,1.post_#1.downup_ac,2.488281612326394,1.786554446697838,1.392782412495509,.1637329348230951,,-1.811735472731858,0,1.805524505003984,-1.861589877136238,3.191776791015819,1.858916107504704,-3.192063709158683,-.0006541053739779,.3681297530264636
evreg3,1.treat#1.downup_ac,10.95703996390501,2.832795021483465,3.86792545200361,.0001108306229048,***,-1.821343475247421,0,2.66563003371034,-3.342355974621054,1.858916107504704,8.024727633741506,-4.317427955703964,-.0196048920744017,.9649978831618713
evreg3,1.post_#1.treat#1.downup_ac,-1.852915912066509,2.721877141918463,-.6807492827396746,.4960542428383032,,1.840152784944966,0,-3.403928718171588,1.873480926289211,-3.192063709158683,-4.317427955703964,7.408615175698219,.003945173153736,.1318463961805654
evreg3,wind_direction,-1.876862342661759,.0676884150698545,-27.72797000380103,4.3252322342e-160,***,.0881797290717175,0,-.0833339282502141,.0259776959183185,-.0006541053739779,-.0196048920744017,.003945173153736,.0045817215346689,-.2539472700909697
evreg3,av_wind_speed,138.128414060689,4.901271170208317,28.18216117081687,5.0587204343e-165,***,-5.710309032105977,0,5.90032188863321,-2.312126809475752,.3681297530264636,.9649978831618713,.1318463961805654,-.2539472700909697,24.02245908391521
evreg4,1.post_,-26.29758153513851,2.791436812422378,-9.420804876581734,6.07323006214e-21,***,7.792119477746804,0,-7.580199539352758,1.771814909659895,-1.793337289995258,-1.593920728084875,1.787150101587035,.0559144880913137,-2.899999505756146
evreg4,1o.treat,0,,,,,0,0,0,0,0,0,0,0,0
evreg4,1.post_#1.treat,26.02743523235542,3.406137736698171,7.641333746410911,2.45797250665e-14,***,-7.580199539352758,0,11.60177428135934,-1.726349233881314,1.789874700632365,2.430147525117004,-3.39894947196795,-.0451286774558961,2.929750834020802
evreg4,1.downup_ac,-11.94019405449498,1.786071626491096,-6.685170895387103,2.49707357880e-11,***,1.771814909659895,0,-1.726349233881314,3.19005185495655,-1.817588769426511,-3.176428743555042,1.819848832045456,.0117284542334417,-1.207593376214066
evreg4,1.post_#1.downup_ac,2.767187881047142,1.759740197721167,1.572497965683004,.1158834763978072,,-1.793337289995258,0,1.789874700632365,-1.817588769426511,3.096685563475732,1.815385543268513,-3.09702019991292,-.0009715949017166,.1789926437572988
