reg,var,beta,ymean,cov1,cov2,cov3,cov4,cov5,cov6,cov7,cov8,cov9,cov10,cov11,cov12,cov13,cov14,cov15,cov16,cov17,cov18,cov19,cov20,cov21,cov22,cov23,cov24,cov25,cov26,cov27,cov28
evreg1,1.Le1_abs,-.1883633184932703,120.579907483111,7.145108075818337,5.035600966413716,5.118961529869055,5.328899128196674,5.640836056295134,7.864778283979703,4.862951566003385,7.551923045100357,6.517946495469482,5.809329970227824,5.996001899786814,5.947154501615584,-9.095087737349173,.0064030516510014,,,,,,,,,,,,,,
evreg1,1.Le2_abs,-3.412003205884319,120.579907483111,5.035600966413716,7.653139369768954,6.214045239922886,5.753217633461424,6.007654372663725,7.892328962684321,5.037660461161559,8.133833154388604,6.888853002892128,6.205322011079303,7.106316290787788,6.39028555534576,-7.222937103930581,.0020387184531821,,,,,,,,,,,,,,
evreg1,1.Le3_abs,-11.61786111049438,120.579907483111,5.118961529869055,6.214045239922886,9.827629870833412,6.756285815912956,6.942805178604602,9.411183124755619,5.109437287204543,8.912416833794506,7.191617061007054,6.843147002095187,7.711116360071935,6.765869376338101,-9.027093726245553,.0126286392412296,,,,,,,,,,,,,,
evreg1,1.Le4_abs,-9.220603857622253,120.579907483111,5.328899128196674,5.753217633461424,6.756285815912956,9.798605033184131,8.010501043590848,10.59871247354541,5.4420262343607,8.899854381569543,7.854132758488322,7.399437908941132,7.962687418192473,7.363442910898951,-7.957826066471395,.0146315988182684,,,,,,,,,,,,,,
evreg1,1.Le5_abs,-12.42508582978327,120.579907483111,5.640836056295134,6.007654372663725,6.942805178604602,8.010501043590848,11.4750754778752,14.19017778225215,6.143851505371573,10.71082872134696,8.879311654133987,7.906674892448348,8.502362180367195,7.087472696299191,-7.928678348277733,.0161038403643207,,,,,,,,,,,,,,
evreg1,1.Le6_abs,-11.02583296543339,120.579907483111,7.864778283979703,7.892328962684321,9.411183124755619,10.59871247354541,14.19017778225215,38.14290101301763,5.121575079863512,12.52418638735394,12.6597010166389,12.38101673017834,11.45703404313505,9.091331220251961,-23.32483896091468,.0265027180555494,,,,,,,,,,,,,,
evreg1,1.La1_abs,-13.98713102341632,120.579907483111,4.862951566003385,5.037660461161559,5.109437287204543,5.4420262343607,6.143851505371573,5.121575079863512,12.78161214126715,7.046024949799504,5.702391276411608,4.736392369223882,5.089972101446716,4.1254875052742,-1.810435449166221,.0178565775872979,,,,,,,,,,,,,,
evreg1,1.La2_abs,-12.66342136888792,120.579907483111,7.551923045100357,8.133833154388604,8.912416833794506,8.899854381569543,10.71082872134696,12.52418638735394,7.046024949799504,23.19068173255239,11.5996516161469,9.251888563147405,9.204547892150796,7.80933702463342,-15.501723507703,.0229494381938914,,,,,,,,,,,,,,
evreg1,1.La3_abs,-8.388270554572978,120.579907483111,6.517946495469482,6.888853002892128,7.191617061007054,7.854132758488322,8.879311654133987,12.6597010166389,5.702391276411608,11.5996516161469,12.05436218500341,8.869802054242397,9.097780603940025,8.29572478561076,-14.4537569703532,.0139259276987206,,,,,,,,,,,,,,
evreg1,1.La4_abs,-8.203440899361361,120.579907483111,5.809329970227824,6.205322011079303,6.843147002095187,7.399437908941132,7.906674892448348,12.38101673017834,4.736392369223882,9.251888563147405,8.869802054242397,9.541778889447762,9.553981079515459,8.100578021442061,-12.24702725093492,.0094722136634914,,,,,,,,,,,,,,
evreg1,1.La5_abs,-16.6335576876298,120.579907483111,5.996001899786814,7.106316290787788,7.711116360071935,7.962687418192473,8.502362180367195,11.45703404313505,5.089972101446716,9.204547892150796,9.097780603940025,9.553981079515459,16.64933410909882,11.91342440141394,-11.2825877778114,.0146463773702175,,,,,,,,,,,,,,
evreg1,1.La6_abs,-8.947362259122819,120.579907483111,5.947154501615584,6.39028555534576,6.765869376338101,7.363442910898951,7.087472696299191,9.091331220251961,4.1254875052742,7.80933702463342,8.29572478561076,8.100578021442061,11.91342440141394,18.72996942894979,-20.98616118559609,.0074708773905587,,,,,,,,,,,,,,
evreg1,av_wind_speed,3.154910506537232,120.579907483111,-9.095087737349173,-7.222937103930581,-9.027093726245553,-7.957826066471395,-7.928678348277733,-23.32483896091468,-1.810435449166221,-15.501723507703,-14.4537569703532,-12.24702725093492,-11.2825877778114,-20.98616118559609,288.2890952446306,-.07377832547787,,,,,,,,,,,,,,
evreg1,wind_direction,-.0953403292893065,120.579907483111,.0064030516510014,.0020387184531821,.0126286392412296,.0146315988182684,.0161038403643207,.0265027180555494,.0178565775872979,.0229494381938914,.0139259276987206,.0094722136634914,.0146463773702175,.0074708773905587,-.07377832547787,.0019504801315911,,,,,,,,,,,,,,
evreg2,av_wind_speed,1.79316828177938,120.579907483111,289.3248260592683,-.0755591725395255,7.091957885533733,0,11.70249801388167,0,-3.875085612239761,-11.82044145044522,-7.488407610280421,-11.61516887217695,-3.316071325299296,-15.5543837839134,-4.363796987243732,-13.89352824011722,-18.82208215437305,-30.5506044266383,-3.442710111498538,1.347010267348061,-12.9571673656448,-18.74900112065358,-10.21139508214622,-21.18245400116728,-9.615228184414821,-17.00338451366358,-6.243847263403391,-19.93688713677921,-4.928873117149141,-46.2778416898373
evreg2,wind_direction,-.0918416521896161,120.579907483111,-.0755591725395255,.0019543459373779,-.0026999125436726,0,-.0119345933870962,0,-.0037503124776676,.010629373868183,.0084105067281261,.0193252402816158,.0136884915283248,.0158081045025959,.0137226464730413,.0188686267500725,.0291730756559851,.0222092500213875,.0101251192744407,.0274301080847737,.0189924771155493,.0275238653948402,.0095654449095422,.0204433905752652,.0033660496259734,.0194444324074038,.003328649379328,.0323417813421355,.0035150605897906,.0152273750967169
evreg2,0bn.Le1_abs#0bn.rice_area_aclvl_ahigh,-8.01763178871609,120.579907483111,7.091957885533733,-.0026999125436726,8.363806169116517,0,-.0350021638304928,0,-5.392611098671808,.0395848419857684,-5.795266821812516,.0280637358711543,-5.883404678865529,.0815540669940674,-6.208431183116017,.1214947844647003,-11.73902434186564,.1651487417223075,-4.682289180315291,-.00630574923308,-8.033681117428911,.0213804386234367,-6.431048328369785,.0064744472991149,-6.44468123060172,-.0221134790483691,-5.936038271741966,-.0415553612393809,-5.738161485662638,-.0021876984056635
