term,Estimate,Std. Error,t value,Pr(>|t|)
post,207159.063569505,62383.2846763558,3.32074632883224,0.000902134454391065
treat,161477.695265684,172296.926869938,0.937205893333074,0.348683364672258
downup_ac_pop,4.83734740208048,4.13894985427024,1.16873786163166,0.242547058793286
wind_direction,-0.871605380432098,0.0258250714489032,-33.7503569799075,2.51986883722491e-232
av_wind_speed,92.3300301367544,4.28846616811999,21.5298492554579,9.20797889465083e-100
post:treat,185.188209479861,70.9814184545893,2.60896743840554,0.00909992903543091
post:downup_ac_pop,1.1617475340115,4.6612329023377,0.249236105200593,0.803185097016862
treat:downup_ac_pop,-54.6659634514114,94.453386865602,-0.57876128390394,0.56276794201318
post:treat:downup_ac_pop,-138.196094085109,77.516647933062,-1.78279244226924,0.0746612392521931
