treated_post_zero_rows,treated_post_zero_units,treated_pre_one_rows,invalid_switch_rows,rows_outside_cohort_election_year,treated_rows_outside_cohort_election_year,control_rows_outside_cohort_election_year
0.0,0,0.0,0.0,0.0,0.0,0.0
