fe_id,model,version,time,beta,lower,upper
5,baseline,rotated,-2,13.7527584010323,-2.84713009955107,30.3526469016157
5,baseline,rotated,-1,0,0,0
5,baseline,rotated,0,44.7215527630554,30.1840626820456,59.2590428440651
5,baseline,rotated,1,54.8441052280619,39.6299002638107,70.0583101923131
5,baseline,rotated,2,64.3692386091626,47.3877672834735,81.3507099348516
5,baseline,rotated,3,50.4221001710043,31.197611205366,69.6465891366426
5,baseline,rotated,4,49.8102142467564,29.9212586515692,69.6991698419436
6,baseline,original,-5,-5.84525475484101,-21.3341042597113,9.6435947500293
6,baseline,original,-4,2.76292607130065,-8.94459334124075,14.470445483842
6,baseline,original,-3,4.67484168411454,-8.28527300186781,17.6349563700969
6,baseline,original,-2,1.53142214860986,-10.3573444476364,13.4201887448561
6,baseline,original,-1,0,0,0
6,baseline,original,0,12.8065162675004,0.421565005533541,25.1914675294673
6,baseline,original,1,18.1554485813534,4.9673956172796,31.3435015454272
6,baseline,original,2,14.6674521122311,0.17080992053223,29.1640943039301
6,baseline,original,3,15.5413602069147,-0.453470111213484,31.5361905250428
6,baseline,original,4,10.3477987297387,-6.71818527915995,27.4137827386374
6,baseline,rotated,-5,-5.28377004969126,-20.7726195545616,10.2050794551791
6,baseline,rotated,-4,3.18403960016296,-8.52347981237844,14.8915590127044
6,baseline,rotated,-3,4.95558403668942,-8.00453064929293,17.9156987226718
6,baseline,rotated,-2,1.6717933248973,-10.216973271349,13.5605599211436
6,baseline,rotated,-1,0,0,0
6,baseline,rotated,0,12.666145091213,0.281193829246103,25.0510963531798
6,baseline,rotated,1,17.8747062287785,4.68665326470472,31.0627591928523
6,baseline,rotated,2,14.2463385833688,-0.250303608330086,28.7429807750677
6,baseline,rotated,3,14.9798755017649,-1.01495481636324,30.9747058198931
6,baseline,rotated,4,9.64594284830154,-7.42004116059714,26.7119268572002
7,baseline,original,-5,-3.55322362502188,-18.812256746967,11.7058094969233
7,baseline,original,-4,0.70689784731622,-10.7109407396171,12.1247364342495
7,baseline,original,-3,5.50047048961142,-7.6144511619524,18.6153921411753
7,baseline,original,-2,0.313259920696113,-11.1679812392808,11.7945010806731
7,baseline,original,-1,0,0,0
7,baseline,original,0,13.2682407894739,1.06472646563827,25.4717551133096
7,baseline,original,1,16.5197206799308,3.73971308989245,29.2997282699691
7,baseline,original,2,15.1954483404063,0.617659341634241,29.7732373391784
7,baseline,original,3,14.9869656879771,-0.726407322994476,30.7003386989487
7,baseline,original,4,10.9008474531896,-5.95704955889109,27.7587444652704
7,baseline,rotated,-5,-3.4494902839259,-18.7085234058711,11.8095428380193
7,baseline,rotated,-4,0.784697853138212,-10.6331407337951,12.2025364400715
7,baseline,rotated,-3,5.55233716015942,-7.56258449140441,18.6672588117232
7,baseline,rotated,-2,0.33919325597011,-11.1420479040068,11.8204344159471
7,baseline,rotated,-1,0,0,0
7,baseline,rotated,0,13.2423074541999,1.03879313036427,25.4458217780356
7,baseline,rotated,1,16.4678540093828,3.68784641934445,29.2478615994211
7,baseline,rotated,2,15.1176483345843,0.539859335812249,29.6954373333564
7,baseline,rotated,3,14.8832323468811,-0.830140664090465,30.5966053578528
7,baseline,rotated,4,10.7711807768196,-6.08671623526107,27.6290777889004
8,baseline,original,-5,-3.55322364908762,-18.8122588217205,11.7058115235452
8,baseline,original,-4,0.706897862730766,-10.7109659441779,12.1247616696395
8,baseline,original,-3,5.50047050643019,-7.61445362395647,18.6153946368168
8,baseline,original,-2,0.313259933754105,-11.1679920745979,11.7945119421061
8,baseline,original,-1,0,0,0
8,baseline,original,0,13.2682408168841,1.06480931327529,25.4716723204928
8,baseline,original,1,16.5197206921885,3.73981127765394,29.2996301067231
8,baseline,original,2,15.1954483544094,0.617713642036103,29.7731830667828
8,baseline,original,3,14.9869656901595,-0.726297404101809,30.7002287844208
8,baseline,original,4,10.9008474554656,-5.9570220336965,27.7587169446276
8,baseline,rotated,-5,-3.44949030754846,-18.7085254801813,11.8095448650844
8,baseline,rotated,-4,0.784697868885135,-10.6331659380236,12.2025616757938
8,baseline,rotated,-3,5.55233717719977,-7.56258695318689,18.6672613075864
8,baseline,rotated,-2,0.339193269138894,-11.1420587392131,11.8204452774909
8,baseline,rotated,-1,0,0,0
8,baseline,rotated,0,13.2423074814993,1.03887597789049,25.445738985108
8,baseline,rotated,1,16.4678540214189,3.68794460688436,29.2477634359535
8,baseline,rotated,2,15.1176483482551,0.539913635881733,29.6953830606284
8,baseline,rotated,3,14.8832323486203,-0.830030745640967,30.5964954428816
8,baseline,rotated,4,10.7711807785416,-6.08668871062044,27.6290502677037
9,baseline,original,-5,-3.5532236258286,-18.8122679897593,11.705820738102
9,baseline,original,-4,0.706897846802869,-10.7109477654128,12.1247434590185
9,baseline,original,-3,5.50047048913751,-7.61445832389057,18.6153993021656
9,baseline,original,-2,0.313259920210081,-11.1679861073175,11.7945059477377
9,baseline,original,-1,0,0,0
9,baseline,original,0,13.2682407892926,1.06471610432252,25.4717654742626
9,baseline,original,1,16.5197206791355,3.73968959708147,29.2997517611895
9,baseline,original,2,15.1954483400004,0.617650713428537,29.7732459665723
9,baseline,original,3,14.9869656875965,-0.726412067114435,30.7003434423074
9,baseline,original,4,10.9008474528175,-5.95704430623179,27.7587392118667
9,baseline,rotated,-5,-3.44949028390584,-18.7085346478365,11.8095540800248
9,baseline,rotated,-4,0.784697853244939,-10.6331477589707,12.2025434654606
9,baseline,rotated,-3,5.55233716009889,-7.56259165292919,18.667265973127
9,baseline,rotated,-2,0.339193255690771,-11.1420527718368,11.8204392832184
9,baseline,rotated,-1,0,0,0
9,baseline,rotated,0,13.2423074538119,1.03878276884183,25.4458321387819
9,baseline,rotated,1,16.4678540081741,3.68782292612009,29.2478850902281
9,baseline,rotated,2,15.1176483335583,0.539850706986467,29.6954459601302
9,baseline,rotated,3,14.8832323456737,-0.830145409037195,30.5966101003846
9,baseline,rotated,4,10.771180775414,-6.08671098363524,27.6290725344633
10,baseline,original,-5,-3.55322362521469,-18.8123123473793,11.7058650969499
10,baseline,original,-4,0.706897847052795,-10.7109819594121,12.1247776535177
10,baseline,original,-3,5.50047048940484,-7.61449761677131,18.615438595581
10,baseline,original,-2,0.31325992044912,-11.16802072576,11.7945405666583
10,baseline,original,-1,0,0,0
10,baseline,original,0,13.2682407895415,1.06468071025733,25.4718008688256
10,baseline,original,1,16.5197206793601,3.73965095134562,29.2997904073745
10,baseline,original,2,15.1954483402229,0.617606822853571,29.7732898575922
10,baseline,original,3,14.9869656878155,-0.726459134294686,30.7003905099257
10,baseline,original,4,10.9008474530378,-5.95709546995994,27.7587903760356
10,baseline,rotated,-5,-3.44949028382248,-18.7085790059871,11.8095984383421
10,baseline,rotated,-4,0.784697853096952,-10.6331819533679,12.2025776595618
10,baseline,rotated,-3,5.55233716010095,-7.5626309460752,18.6673052662771
10,baseline,rotated,-2,0.339193255797172,-11.142087390412,11.8204739020063
10,baseline,rotated,-1,0,0,0
10,baseline,rotated,0,13.2423074541934,1.03874737490928,25.4458675334775
10,baseline,rotated,1,16.467854008664,3.68778428064952,29.2479237366784
10,baseline,rotated,2,15.1176483341787,0.539806816809413,29.6954898515481
10,baseline,rotated,3,14.8832323464233,-0.830192475686896,30.5966571685335
10,baseline,rotated,4,10.7711807762975,-6.0867621467002,27.6291236992953
11,baseline,original,-5,-3.50871782492388,-22.670284244684,15.6528485948362
11,baseline,original,-4,24.1922054787483,7.1254531900118,41.2589577674848
11,baseline,original,-3,30.3809039071639,12.4103887101268,48.351419104201
11,baseline,original,-2,18.2639596011009,1.22218275882738,35.3057364433744
11,baseline,original,-1,0,0,0
11,baseline,original,0,51.1975941480565,33.8707632988363,68.5244249972766
11,baseline,original,1,47.8811547317127,31.3751725840969,64.3871368793285
11,baseline,original,2,50.9038437549573,31.9973398237535,69.8103476861611
11,baseline,original,3,29.0214183526267,9.53906092750442,48.5037757777489
11,baseline,original,4,20.932121865833,0.892649429837544,40.9715943018284
11,baseline,rotated,-5,-21.8510528318543,-41.0126192516144,-2.6894864120942
11,baseline,rotated,-4,10.4354542235505,-6.631298065186,27.502206512287
11,baseline,rotated,-3,21.2097364036987,3.23922120666158,39.1802516007358
11,baseline,rotated,-2,13.6783758493683,-3.36340099290522,30.7201526916418
11,baseline,rotated,-1,0,0,0
11,baseline,rotated,0,55.7831778997891,38.4563470505689,73.1100087490092
11,baseline,rotated,1,57.0523222351779,40.5463400875621,73.5583043827937
11,baseline,rotated,2,64.6605950101551,45.7540910789513,83.5670989413589
11,baseline,rotated,3,47.3637533595571,27.8813959344348,66.8461107846793
11,baseline,rotated,4,43.860040624496,23.8205681885005,63.8995130604914
12,baseline,original,-5,-25.1883877935635,-45.5816327869862,-4.79514280014077
12,baseline,original,-4,7.35438631392083,-7.47693218348241,22.1857048113241
12,baseline,original,-3,18.9741248828716,2.86891928636442,35.0793304793789
12,baseline,original,-2,12.4074868251906,-3.56403010294059,28.3790037533218
12,baseline,original,-1,0,0,0
12,baseline,original,0,15.9224519826548,2.61342969269497,29.2314742726147
12,baseline,original,1,23.985227055333,9.75606499061501,38.214389120051
12,baseline,original,2,31.58676510318,15.5066216384198,47.6669085679402
12,baseline,original,3,13.659627054659,-4.159649373807,31.4789034831249
12,baseline,original,4,10.2297784635095,-7.45985742105492,27.9194143480739
12,baseline,rotated,-5,-21.4104337080225,-41.8036787014452,-1.01718871459977
12,baseline,rotated,-4,10.1878518780766,-4.64346661932666,25.0191703754798
12,baseline,rotated,-3,20.8631019256421,4.75789632913492,36.9683075221494
12,baseline,rotated,-2,13.3519753465758,-2.61954158155534,29.323492274707
12,baseline,rotated,-1,0,0,0
12,baseline,rotated,0,14.9779634612696,1.66894117130972,28.2869857512294
12,baseline,rotated,1,22.0962500125625,7.86708794784452,36.3254120772805
12,baseline,rotated,2,28.7532995390242,12.6731560742641,44.8334430037844
12,baseline,rotated,3,9.88167296911797,-7.937603459348,27.7009493975839
12,baseline,rotated,4,5.50733585658324,-12.1823000279812,23.1969717411476
13,baseline,original,-5,-5.92731052978522,-21.4312079583153,9.57658689874489
13,baseline,original,-4,2.80244625208052,-8.91919663566533,14.5240891398264
13,baseline,original,-3,4.664594330642,-8.29906969450872,17.6282583557927
13,baseline,original,-2,1.56885168145942,-10.3369738805829,13.4746772435017
13,baseline,original,-1,0,0,0
13,baseline,original,0,12.825583811374,0.428151017689245,25.2230166050587
13,baseline,original,1,18.2171676547308,5.01427938746195,31.4200559219997
13,baseline,original,2,14.6669671406108,0.165380566470811,29.1685537147507
13,baseline,original,3,15.5634669208759,-0.442191656071934,31.5691254978237
13,baseline,original,4,10.3492663795653,-6.72486805083876,27.4234008099693
13,baseline,rotated,-5,-5.34012879376443,-20.8440262222945,10.1637686347657
13,baseline,rotated,-4,3.24283255409611,-8.47881033364974,14.964475441842
13,baseline,rotated,-3,4.95818519865239,-8.00547882649833,17.9218492238031
13,baseline,rotated,-2,1.71564711546462,-10.1901784465777,13.6214726775069
13,baseline,rotated,-1,0,0,0
13,baseline,rotated,0,12.6787883773688,0.281355583684048,25.0762211710535
13,baseline,rotated,1,17.9235767867204,4.72068851945155,31.1264650539893
13,baseline,rotated,2,14.2265808385952,-0.275005735544783,28.7281674127351
13,baseline,rotated,3,14.9762851848551,-1.02937339209272,30.981943761803
13,baseline,rotated,4,9.61528920953929,-7.45884522086475,26.6894236399433
14,baseline,original,-5,7.74782962963707,-13.0224717096787,28.5181309689528
14,baseline,original,-4,32.0275131005011,16.0342867966876,48.0207394043146
14,baseline,original,-3,35.9583663761436,17.1283795857829,54.7883531665043
14,baseline,original,-2,21.0887359503998,4.48883908838596,37.6886328124135
14,baseline,original,-1,0,0,0
14,baseline,original,0,37.3855752221772,22.8481271771335,51.9230232672209
14,baseline,original,1,40.1721501371129,24.9579626274157,55.3863376468101
14,baseline,original,2,42.3613059533542,25.3798547974747,59.3427571092337
14,baseline,original,3,21.0781899651706,1.85373713871779,40.3026427916233
14,baseline,original,4,13.1303264810004,-6.75860806021815,33.0192610222189
14,baseline,rotated,-5,-21.5960805733947,-42.3663819127105,-0.825779234078972
14,baseline,rotated,-4,10.0195804482272,-5.97364585558628,26.0128067520408
14,baseline,rotated,-3,21.2864112746277,2.456424484267,40.1163980649884
14,baseline,rotated,-2,13.7527583996418,-2.84713846237199,30.3526552616556
14,baseline,rotated,-1,0,0,0
14,baseline,rotated,0,44.7215527729351,30.1841047278914,59.2590008179788
14,baseline,rotated,1,54.8441052386288,39.6299177289316,70.058292748326
14,baseline,rotated,2,64.3692386056281,47.3877874497486,81.3506897615076
14,baseline,rotated,3,50.4221001682024,31.1976473417496,69.6465529946551
14,baseline,rotated,4,49.8102142347901,29.9212796935716,69.6991487760087
15,baseline,original,-5,-5.84525478319841,-21.3341050756774,9.64359550928057
15,baseline,original,-4,2.7629260861671,-8.94462642142596,14.4704785937602
15,baseline,original,-3,4.67484169958327,-8.2852795035924,17.6349629027589
15,baseline,original,-2,1.53142216003971,-10.3573600518577,13.4202043719371
15,baseline,original,-1,0,0,0
15,baseline,original,0,12.8065162955799,0.421643667920645,25.1913889232392
15,baseline,original,1,18.1554485932917,4.96749165275287,31.3434055338305
15,baseline,original,2,14.6674521262196,0.170857191378911,29.1640470610602
15,baseline,original,3,15.5413602093406,-0.453358981883699,31.5360794005649
15,baseline,original,4,10.3477987322153,-6.71816038232838,27.4137578467589
15,baseline,rotated,-5,-5.28377007452027,-20.7726203669992,10.2050802179587
15,baseline,rotated,-4,3.18403961767571,-8.52351288991735,14.8915921252688
15,baseline,rotated,-3,4.95558405392234,-8.00453714925333,17.915705257098
15,baseline,rotated,-2,1.67179333720924,-10.2169888746882,13.5605755491066
15,baseline,rotated,-1,0,0,0
15,baseline,rotated,0,12.6661451184104,0.281272490751109,25.0510177460697
15,baseline,rotated,1,17.8747062389526,4.6867492984138,31.0626631794914
15,baseline,rotated,2,14.246338594711,-0.250256340129697,28.7429335295516
15,baseline,rotated,3,14.9798755006625,-1.01484369056184,30.9745946918868
15,baseline,rotated,4,9.64594284636758,-7.42001626817606,26.7119019609112
16,baseline,original,-5,-5.84525475988973,-21.3341228910935,9.643613371314
16,baseline,original,-4,2.76292606707437,-8.94460613517848,14.4704582693272
16,baseline,original,-3,4.67484168010115,-8.28528674907996,17.6349701092823
16,baseline,original,-2,1.53142214468536,-10.3573551724005,13.4201994617712
16,baseline,original,-1,0,0,0
16,baseline,original,0,12.8065162646295,0.421546671863482,25.1914858573956
16,baseline,original,1,18.1554485775755,4.96736382119483,31.3435333339561
16,baseline,original,2,14.6674521090898,0.170796349899655,29.16410786828
16,baseline,original,3,15.541360203776,-0.453483540354487,31.5362039479065
16,baseline,original,4,10.3477987266117,-6.71818705030099,27.4137845035243
16,baseline,rotated,-5,-5.28377004876331,-20.772638179967,10.2050980824404
16,baseline,rotated,-4,3.18403960041918,-8.52349260183367,14.891571802672
16,baseline,rotated,-3,4.95558403566436,-8.00454439351675,17.9157124648455
16,baseline,rotated,-2,1.67179332246697,-10.2169839946189,13.5605706395528
16,baseline,rotated,-1,0,0,0
16,baseline,rotated,0,12.6661450868479,0.281175494081875,25.051114679614
16,baseline,rotated,1,17.8747062220122,4.68662146563162,31.0627909783929
16,baseline,rotated,2,14.246338575745,-0.250317183445162,28.7429943349352
16,baseline,rotated,3,14.9798754926496,-1.01496825148091,30.9747192367801
16,baseline,rotated,4,9.64594283770362,-7.42004293920902,26.7119286146163
17,baseline,original,-5,-3.5532236893144,-18.8122607026598,11.705813324031
17,baseline,original,-4,0.70689784093014,-10.7109454163653,12.1247410982256
17,baseline,original,-3,5.50047047840437,-7.61444465397993,18.6153856107887
17,baseline,original,-2,0.313259909288758,-11.1680039759242,11.7945237945018
17,baseline,original,-1,0,0,0
17,baseline,original,0,13.2682407744922,1.06483221595692,25.4716493330274
17,baseline,original,1,16.5197206500062,3.73984812645765,29.2995931735547
17,baseline,original,2,15.1954483121572,0.617733861384958,29.7731627629294
17,baseline,original,3,14.9869656509669,-0.72629763787087,30.7002289398046
17,baseline,original,4,10.9008474153312,-5.95697133895052,27.758666169613
17,baseline,rotated,-5,-3.44949030686511,-18.7085273202105,11.8095467064803
17,baseline,rotated,-4,0.784697877767109,-10.6331453795283,12.2025411350626
17,baseline,rotated,-3,5.55233716962902,-7.56257796275528,18.6672523020133
17,baseline,rotated,-2,0.339193254901081,-11.1420706303119,11.8204571401141
17,baseline,rotated,-1,0,0,0
17,baseline,rotated,0,13.2423074288798,1.03889887034459,25.4457159874151
17,baseline,rotated,1,16.4678539587815,3.68798143523301,29.24772648233
17,baseline,rotated,2,15.1176482753202,0.539933824547989,29.6953627260924
17,baseline,rotated,3,14.8832322685176,-0.830031020320162,30.5964955573553
17,baseline,rotated,4,10.7711806872696,-6.08663806701214,27.6289994415514
18,baseline,original,-5,-3.55322362767321,-18.812278990909,11.7058317355626
18,baseline,original,-4,0.706897844406835,-10.7109495592793,12.1247452480929
18,baseline,original,-3,5.50047048689319,-7.61446528137815,18.6154062551645
18,baseline,original,-2,0.313259918018326,-11.1679878620716,11.7945076981083
18,baseline,original,-1,0,0,0
18,baseline,original,0,13.268240787246,1.06470097921927,25.4717805952728
18,baseline,original,1,16.5197206774062,3.73968548971507,29.2997558650974
18,baseline,original,2,15.1954483382345,0.617645939481658,29.7732507369874
18,baseline,original,3,14.9869656858453,-0.726417713857943,30.7003490855486
18,baseline,original,4,10.9008474510651,-5.95705239747603,27.7587472996061
18,baseline,rotated,-5,-3.44949028291752,-18.7085456461533,11.8095650803183
18,baseline,rotated,-4,0.784697852973598,-10.6331495507125,12.2025452566597
18,baseline,rotated,-3,5.55233715927103,-7.56259860900031,18.6672729275424
18,baseline,rotated,-2,0.339193254207247,-11.1420545258827,11.8204410342972
18,baseline,rotated,-1,0,0,0
18,baseline,rotated,0,13.2423074510571,1.03876764303035,25.4458472590839
18,baseline,rotated,1,16.4678540050284,3.68781881733723,29.2478891927196
18,baseline,rotated,2,15.1176483296678,0.539845930914895,29.6954507284206
18,baseline,rotated,3,14.8832323410896,-0.830151058613627,30.5966157407929
18,baseline,rotated,4,10.7711807701204,-6.08671907842063,27.6290806186615
19,baseline,original,-5,-3.55322362808605,-18.8123288084117,11.7058815522396
19,baseline,original,-4,0.706897844276974,-10.7109811932004,12.1247768817544
19,baseline,original,-3,5.50047048672201,-7.61450320725834,18.6154441807024
19,baseline,original,-2,0.313259917857302,-11.1680195375093,11.7945393732239
19,baseline,original,-1,0,0,0
19,baseline,original,0,13.2682407870779,1.0646689458839,25.4718126282718
19,baseline,original,1,16.5197206772482,3.73964877716637,29.29979257733
19,baseline,original,2,15.1954483380858,0.617605066870725,29.773291609301
19,baseline,original,3,14.9869656857012,-0.726460997780468,30.7003923691828
19,baseline,original,4,10.9008474509205,-5.95709783772138,27.7587927395624
19,baseline,rotated,-5,-3.44949028299112,-18.7085954633167,11.8096148973345
19,baseline,rotated,-4,0.78469785309817,-10.6331811843792,12.2025768905756
19,baseline,rotated,-3,5.55233715926947,-7.56263653471088,18.6673108532498
19,baseline,rotated,-2,0.339193254131034,-11.1420862012355,11.8204727094976
19,baseline,rotated,-1,0,0,0
19,baseline,rotated,0,13.2423074508041,1.03873560961017,25.4458792919981
19,baseline,rotated,1,16.4678540047007,3.6877821046189,29.2479259047825
19,baseline,rotated,2,15.1176483292646,0.539805058049529,29.6954916004798
19,baseline,rotated,3,14.8832323406062,-0.830194342875394,30.5966590240878
19,baseline,rotated,4,10.7711807695518,-6.08676451909004,27.6291260581937
20,baseline,original,-5,-3.55322364570477,-18.8122745391216,11.705827247712
20,baseline,original,-4,0.706897823501661,-10.7109578071008,12.1247534541041
20,baseline,original,-3,5.50047046698891,-7.61446730176612,18.6154082357439
20,baseline,original,-2,0.313259895938028,-11.1680008083484,11.7945206002245
20,baseline,original,-1,0,0,0
20,baseline,original,0,13.2682407619401,1.06473034633447,25.4717511775458
20,baseline,original,1,16.5197206525146,3.7396732815899,29.2997680234392
20,baseline,original,2,15.1954483170431,0.617627050693304,29.7732695833929
20,baseline,original,3,14.9869656659021,-0.726447071993613,30.7003784037978
20,baseline,original,4,10.9008474309056,-5.95706542956311,27.7587602913743
20,baseline,rotated,-5,-3.44949027471834,-18.7085411681351,11.8095606186985
20,baseline,rotated,-4,0.784697851741486,-10.633157778861,12.2025534823439
20,baseline,rotated,-3,5.55233715248213,-7.5626006162729,18.6672749212372
20,baseline,rotated,-2,0.339193238684636,-11.1420674656018,11.8204539429711
20,baseline,rotated,-1,0,0,0
20,baseline,rotated,0,13.2423074191935,1.03879700358787,25.4458178347992
20,baseline,rotated,1,16.4678539670213,3.68780659609668,29.247901337946
20,baseline,rotated,2,15.1176482888033,0.53982702245348,29.6954695551531
20,baseline,rotated,3,14.8832322949157,-0.830180442980046,30.5966450328114
20,baseline,rotated,4,10.7711807171726,-6.08673214329615,27.6290935776413
21,baseline,original,-5,-3.55322364037082,-18.8122974595565,11.7058501788148
21,baseline,original,-4,0.706897823454456,-10.7109691599598,12.1247648068687
21,baseline,original,-3,5.5004704660754,-7.61449169335054,18.6154326255013
21,baseline,original,-2,0.313259897836633,-11.168034431056,11.7945542267292
21,baseline,original,-1,0,0,0
21,baseline,original,0,13.2682407605973,1.06465172555103,25.4718297956435
21,baseline,original,1,16.5197206580864,3.73960565102692,29.299835665146
21,baseline,original,2,15.1954483174088,0.617559933931721,29.7733367008858
