reg,var,beta,ymean,cov1,cov2,cov3,cov4,cov5,cov6,cov7,cov8,cov9,cov10,cov11,cov12,cov13,cov14,cov15,cov16,cov17,cov18,cov19,cov20,cov21
evreg1,1bn.relative_year_bin_aux,83.45407818392893,445.2802717786945,943.6140325851146,813.0896816447868,677.3742222869918,545.680007897573,396.1538846491495,264.89837454003,124.3055564984888,-151.2840967357457,-286.3186173669817,0,.0229477978127693,-12.43330482081746,-4.836098805677547,10.92567022814064,-33.25385786254682,-70.37447858479315,-95.25021555528241,-70.30799280097568,-62.41511677056163,-108.0350347322694,-170.723016670758
evreg1,2.relative_year_bin_aux,50.15567660951418,445.2802717786945,813.0896816447868,704.3902890526201,585.441207910394,471.8168704973489,341.2741082357444,228.488315638507,107.6210336727707,-130.0785222688486,-246.5018855919676,0,.0246030015279568,-10.89643137308748,-2.691352117266492,8.169280977298969,-27.59353950177091,-60.35021731532594,-82.05475620829887,-61.01924997534707,-53.48103789420637,-94.02538685266144,-147.5989718513068
evreg1,3.relative_year_bin_aux,39.18169636864467,445.2802717786945,677.3742222869918,585.441207910394,490.833168975471,393.8090776575004,284.8528973251619,190.5367436134321,89.85831912012505,-107.9478123680904,-205.2688723185074,0,.0239634020574498,-9.170344020358995,-2.062901798729303,6.160084445637734,-25.94555476551502,-50.53059117663859,-70.64903356988617,-52.23591666038743,-45.39707027478633,-79.72257167093045,-125.856696223476
evreg1,4.relative_year_bin_aux,55.81443474373557,445.2802717786945,545.680007897573,471.8168704973489,393.8090776575004,322.2723295364807,230.5047746588149,154.1725613804242,72.85849656052271,-85.65487043715987,-163.2121399804149,0,.013556837977364,-7.737948330049973,-2.458679286352672,6.946160088197349,-19.64610512459785,-44.8081000264138,-56.89525404405098,-42.29214117456329,-36.56660273317198,-63.34216992010933,-102.6183237400987
evreg1,5.relative_year_bin_aux,51.08989654706493,445.2802717786945,396.1538846491495,341.2741082357444,284.8528973251619,230.5047746588149,171.9962274440973,113.4902965875406,53.67353860946636,-62.94425257522567,-120.2520895436659,0,.0061064295008478,-5.782504787955655,-9.378884403832927,-3.357202923663244,-21.46759162926661,-32.43335357130479,-41.91580474462264,-35.10283248262618,-30.99262656038215,-48.03522712147323,-79.7410179307994
evreg1,6.relative_year_bin_aux,38.98976208314878,445.2802717786945,264.89837454003,228.488315638507,190.5367436134321,154.1725613804242,113.4902965875406,78.9346483054033,37.16962090447883,-40.44327659713742,-78.46604905817598,0,.0059486785513956,-3.676032140148786,-7.098863411776737,-3.329120438125705,-15.46873440985808,-22.6237284721687,-26.90617999593242,-27.01772669325217,-22.85904771189569,-34.5873263339913,-56.31327339295485
evreg1,7.relative_year_bin_aux,10.36682147634988,445.2802717786945,124.3055564984888,107.6210336727707,89.85831912012505,72.85849656052271,53.67353860946636,37.16962090447883,21.46151867859373,-17.34378343191262,-34.02301541094224,0,.0056535164593156,-1.80984013286498,-5.628759997774434,-3.888280392053793,-9.000687867615385,-12.14200485559655,-14.76737769173422,-13.59806489904218,-14.0890862728173,-18.87185680465488,-28.28963580155185
evreg1,9.relative_year_bin_aux,20.15435600123268,445.2802717786945,-151.2840967357457,-130.0785222688486,-107.9478123680904,-85.65487043715987,-62.94425257522567,-40.44327659713742,-17.34378343191262,34.18361848141066,55.19827669645482,0,-.010293436057606,2.208105912872438,1.748470409975988,-.3112096320285854,4.559311856035007,6.756584813157827,11.76383905493243,8.179066165354152,11.09147558399527,11.51652349243735,26.08427507674935
evreg1,10.relative_year_bin_aux,5.433717882296525,445.2802717786945,-286.3186173669817,-246.5018855919676,-205.2688723185074,-163.2121399804149,-120.2520895436659,-78.46604905817598,-34.02301541094224,55.19827669645482,116.4170237425887,0,-.0217179267056696,4.058800233315492,16.30401353023859,11.8816391772346,20.47789010433118,26.84344318464191,28.89376867120764,31.65458938538328,40.1348300851993,42.23765693211459,70.63040034714766
evreg1,1o.treat,0,445.2802717786945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evreg1,wind_direction,-.721273870830177,445.2802717786945,.0229477978127693,.0246030015279568,.0239634020574498,.013556837977364,.0061064295008478,.0059486785513956,.0056535164593156,-.010293436057606,-.0217179267056696,0,.0002222163364012,-.0059931898390158,-.0070742147106879,-.0204905419573455,-.0036518818722884,-.0075866974689228,-.0060459982454993,-.0365364932869889,.0010595419959706,-.0423358373283227,-.0531688849696852
evreg1,av_wind_speed,55.56597552860809,445.2802717786945,-12.43330482081746,-10.89643137308748,-9.170344020358995,-7.737948330049973,-5.782504787955655,-3.676032140148786,-1.80984013286498,2.208105912872438,4.058800233315492,0,-.0059931898390158,5.291430719171633,3.911249518737875,3.204901016646564,3.745885719266632,3.706898555735957,5.144569098996934,.8773702311827534,6.645636710031455,4.42061350468749,6.628848772984576
evreg1,1bn.relative_year_bin_aux#1.treat,17.41590976943773,445.2802717786945,-4.836098805677547,-2.691352117266492,-2.062901798729303,-2.458679286352672,-9.378884403832927,-7.098863411776737,-5.628759997774434,1.748470409975988,16.30401353023859,0,-.0070742147106879,3.911249518737875,1791.939393443456,1210.848897623046,1372.209324491015,695.3433314546728,723.6636695677831,999.0941437387378,1418.889246286795,805.2400747469849,1610.543593176142
evreg1,2.relative_year_bin_aux#1.treat,59.23300598741538,445.2802717786945,10.92567022814064,8.169280977298969,6.160084445637734,6.946160088197349,-3.357202923663244,-3.329120438125705,-3.888280392053793,-.3112096320285854,11.8816391772346,0,-.0204905419573455,3.204901016646564,1210.848897623046,2196.117597413869,1366.779909571906,820.3501175046381,614.3530771828364,1001.992914295353,1401.925343349644,803.8283945717155,1632.572009978105
evreg1,3.relative_year_bin_aux#1.treat,50.01715262664537,445.2802717786945,-33.25385786254682,-27.59353950177091,-25.94555476551502,-19.64610512459785,-21.46759162926661,-15.46873440985808,-9.000687867615385,4.559311856035007,20.47789010433118,0,-.0036518818722884,3.745885719266632,1372.209324491015,1366.779909571906,2299.53499712754,501.1430927483634,883.1040171722159,967.2001096587923,1359.801457900524,794.6597393558528,1581.968870928857
evreg1,4.relative_year_bin_aux#1.treat,60.10414376959913,445.2802717786945,-70.37447858479315,-60.35021731532594,-50.53059117663859,-44.8081000264138,-32.43335357130479,-22.6237284721687,-12.14200485559655,6.756584813157827,26.84344318464191,0,-.0075866974689228,3.706898555735957,695.3433314546728,820.3501175046381,501.1430927483634,3057.7262501654,993.9819073108015,922.3113822236207,1733.331307798298,618.1082617038992,1662.690711303927
evreg1,5.relative_year_bin_aux#1.treat,46.15894737791581,445.2802717786945,-95.25021555528241,-82.05475620829887,-70.64903356988617,-56.89525404405098,-41.91580474462264,-26.90617999593242,-14.76737769173422,11.76383905493243,28.89376867120764,0,-.0060459982454993,5.144569098996934,723.6636695677831,614.3530771828364,883.1040171722159,993.9819073108015,1762.695598037966,788.8906699535166,1257.503371158889,466.033466845719,980.5502209373525
evreg1,6.relative_year_bin_aux#1.treat,46.71927500875925,445.2802717786945,-70.30799280097568,-61.01924997534707,-52.23591666038743,-42.29214117456329,-35.10283248262618,-27.01772669325217,-13.59806489904218,8.179066165354152,31.65458938538328,0,-.0365364932869889,.8773702311827534,999.0941437387378,1001.992914295353,967.2001096587923,922.3113822236207,788.8906699535166,1814.369800664939,1152.467758137236,873.4548529720146,1644.588690814083
evreg1,7.relative_year_bin_aux#1.treat,-18.32092410165566,445.2802717786945,-62.41511677056163,-53.48103789420637,-45.39707027478633,-36.56660273317198,-30.99262656038215,-22.85904771189569,-14.0890862728173,11.09147558399527,40.1348300851993,0,.0010595419959706,6.645636710031455,1418.889246286795,1401.925343349644,1359.801457900524,1733.331307798298,1257.503371158889,1152.467758137236,2734.696824551712,836.5452682621758,2287.260843489666
evreg1,9.relative_year_bin_aux#1.treat,83.79707579962744,445.2802717786945,-108.0350347322694,-94.02538685266144,-79.72257167093045,-63.34216992010933,-48.03522712147323,-34.5873263339913,-18.87185680465488,11.51652349243735,42.23765693211459,0,-.0423358373283227,4.42061350468749,805.2400747469849,803.8283945717155,794.6597393558528,618.1082617038992,466.033466845719,873.4548529720146,836.5452682621758,1626.447873297036,1429.491438929208
evreg1,10.relative_year_bin_aux#1.treat,48.27121057423711,445.2802717786945,-170.723016670758,-147.5989718513068,-125.856696223476,-102.6183237400987,-79.7410179307994,-56.31327339295485,-28.28963580155185,26.08427507674935,70.63040034714766,0,-.0531688849696852,6.628848772984576,1610.543593176142,1632.572009978105,1581.968870928857,1662.690711303927,980.5502209373525,1644.588690814083,2287.260843489666,1429.491438929208,4707.986852415554
