fe_id,control_sample,version,period,estimate,se,lower,upper
29,both,original,pre,52.3941858683572,34.1483624003224,-14.5366044362747,119.324976172989
29,both,original,post,74.663996662875,46.5272781773827,-16.529468564795,165.857461890545
29,both,rotated,pre,11.3091369374544,8.8738259888132,-6.08356200061944,28.7018358755283
29,both,rotated,post,90.0708900119635,54.1674522352598,-16.0973163691457,196.239096393073
30,both,original,pre,52.4021722543362,34.1476958088295,-14.5273115309696,119.331656039642
30,both,original,post,74.6764252982865,46.5263534034269,-16.5152273724302,165.868077969003
30,both,rotated,pre,11.3110654565381,8.87366420120503,-6.08131637782371,28.7034472909
30,both,rotated,post,90.0855903474608,54.1663473904592,-16.0804505378392,196.251631232761
31,both,original,pre,51.5490738179862,34.7768710427692,-16.6135934258414,119.711741061814
31,both,original,post,61.2305257483953,48.0343325788971,-32.916766106243,155.377817603034
31,both,rotated,pre,9.71429876360683,9.04263111240163,-8.00925821670036,27.437855743914
31,both,rotated,post,76.9185663937875,55.9076426291983,-32.6604131594411,186.497545947016
32,both,original,pre,52.3942274114083,34.1484101452563,-14.5366564732941,119.325111296111
32,both,original,post,74.6639358369137,46.5273918894175,-16.5297522663446,165.857623940172
32,both,rotated,pre,11.3091459465407,8.87384221201641,-6.08358478901142,28.7018766820929
32,both,rotated,post,90.070841386239,54.1675785182177,-16.0976125094677,196.239295281946
1,notyet,original,pre,2.91551664035635,38.8723948321612,-73.2743772306797,79.1054105113924
1,notyet,original,post,122.726988224406,61.2723239047878,2.63323337102241,242.820743077791
1,notyet,rotated,pre,-0.262973358834571,9.92388692662803,-19.7137917350255,19.1878450173564
1,notyet,rotated,post,123.918921974103,68.4778882685838,-10.2977390323213,258.135582980527
2,notyet,original,pre,58.548075085384,38.6151080437259,-17.1375366803187,134.233686851087
2,notyet,original,post,325.003099930787,115.431868483236,98.7566377036445,551.249562157929
2,notyet,rotated,pre,12.102076266865,9.7972387396751,-7.10051166289816,31.3046641966282
2,notyet,rotated,post,342.420349487732,120.285044189631,106.661662876056,578.179036099408
3,notyet,original,pre,11.227797571275,38.268742037703,-63.7789368226229,86.2345319651729
3,notyet,original,post,189.039410398325,62.0084074517182,67.5029317929571,310.575889003692
3,notyet,rotated,pre,0.214146159571449,9.78668873248363,-18.9677637560965,19.3960560752394
3,notyet,rotated,post,193.169529677714,68.8763825208134,58.1718199369194,328.167239418508
4,notyet,original,pre,0.818273483123575,38.549120769647,-74.7380032253845,76.3745501916317
4,notyet,original,post,139.360962199109,61.5258857078635,18.7702262116962,259.951698186521
4,notyet,rotated,pre,-0.225340524287952,9.78496573857122,-19.4038733718875,18.9531923233116
4,notyet,rotated,post,139.752317451888,68.7594773540433,4.98374183796304,274.520893065813
5,notyet,original,pre,1.32247929753121,38.4387038256383,-74.0173802007198,76.6623387957823
5,notyet,original,post,197.170268871637,66.7854028679805,66.2708792503953,328.069658492879
5,notyet,rotated,pre,-0.16193730178861,9.81064189558281,-19.3907954171309,19.0669208135537
5,notyet,rotated,post,197.726925096382,73.782815647877,53.112606426543,342.341243766221
6,notyet,original,pre,26.360405230538,40.4565072430457,-52.9343489658314,105.655159426908
6,notyet,original,post,314.756262921557,92.9950019285288,132.48605914164,497.026466701473
6,notyet,rotated,pre,3.11867500944116,10.2509050844159,-16.9730989560141,23.2104489748964
6,notyet,rotated,post,323.471911754468,100.505429350236,126.481270228006,520.462553280931
7,notyet,original,pre,48.4051551570214,39.5547434978476,-29.1221420987598,125.932452412803
7,notyet,original,post,348.857223931891,115.79483763876,121.899342159923,575.81510570386
7,notyet,rotated,pre,12.0974547373985,9.80307961288868,-7.11658130386328,31.3114907786604
7,notyet,rotated,post,362.47261158925,120.689178414352,125.92182189712,599.02340128138
8,notyet,original,pre,55.1392601747937,38.4794007318886,-20.280365259708,130.558885609295
8,notyet,original,post,333.435266675054,115.611221998828,106.83727155735,560.033261792758
8,notyet,rotated,pre,11.4181771597782,9.69159293282413,-7.57734498855713,30.4136993081135
8,notyet,rotated,post,349.830672805685,120.398967931631,113.848695659689,585.812649951681
9,notyet,original,pre,51.399955049542,39.1352861662453,-25.3052058362988,128.105115935383
9,notyet,original,post,347.247213689222,117.077653270464,117.775013279113,576.719414099332
9,notyet,rotated,pre,12.4202609079099,9.78873283806132,-6.76565545469024,31.6061772705101
9,notyet,rotated,post,361.864598992334,121.858798890861,123.021353166246,600.707844818422
10,notyet,original,pre,38.6489274660194,41.3509980990794,-42.3990288081762,119.696883740215
10,notyet,original,post,396.213130379725,119.275147204926,162.433841858071,629.992418901379
10,notyet,rotated,pre,9.04580831491456,10.2802223216964,-11.1034274356103,29.1950440654394
10,notyet,rotated,post,407.314300061389,124.467726922158,163.357555293959,651.271044828819
11,notyet,original,pre,12.5422405119544,38.1475744351765,-62.2270053809916,87.3114864049003
11,notyet,original,post,209.565840614105,62.6170275500122,86.8364666160807,332.295214612129
11,notyet,rotated,pre,0.285037782905732,9.65607743316305,-18.6408739860938,19.2109495519053
11,notyet,rotated,post,214.162291637498,69.547593507834,77.8490083621433,350.475574912853
12,notyet,original,pre,19.564346057077,37.1465495436883,-53.242891048552,92.3715831627061
12,notyet,original,post,233.388360912914,69.8460048650215,96.4901913774719,370.286530448356
12,notyet,rotated,pre,2.71734350070902,9.48840937603483,-15.8799388763193,21.3146258777373
