reg,var,beta,ymean,cov1,cov2,cov3,cov4,cov5,cov6,cov7,cov8,cov9
evreg1,1o.post_,0,453.1375473213262,0,0,0,0,0,0,0,0,0
evreg1,1o.treat,0,453.1375473213262,0,0,0,0,0,0,0,0,0
evreg1,1.downup_ac_pop,-33.54395101342764,453.1375473213262,0,0,433.8321711426207,.1683897946105702,-73.70719969279183,-108.299280199902,-159.0104635189385,-407.6590965790023,154.8349219450517
evreg1,wind_direction,-1.145823663319948,453.1375473213262,0,0,.1683897946105702,.006906505925599,-.0624597399400343,-.2698731486851478,-.0117645366947569,-.6280422448916977,.3596443991692467
evreg1,av_wind_speed,358.8599288687016,453.1375473213262,0,0,-73.70719969279183,-.0624597399400343,2140.588535185155,-100.1759828928147,-139.1073859249753,-135.380558011003,177.01273339823
evreg1,1.post_#1.treat,170.686769563202,453.1375473213262,0,0,-108.299280199902,-.2698731486851478,-100.1759828928147,4715.386637050593,1559.209986381059,782.6514865540817,-4268.522653976653
evreg1,1.post_#1.downup_ac_pop,-11.30997005447827,453.1375473213262,0,0,-159.0104635189385,-.0117645366947569,-139.1073859249753,1559.209986381059,2915.823110102404,147.3522515259885,-2949.000561287924
evreg1,1.treat#1.downup_ac_pop,29.24909774770479,453.1375473213262,0,0,-407.6590965790023,-.6280422448916977,-135.380558011003,782.6514865540817,147.3522515259885,4038.670929820084,-1811.649974307936
evreg1,1.post_#1.treat#1.downup_ac_pop,-67.48310623239313,453.1375473213262,0,0,154.8349219450517,.3596443991692467,177.01273339823,-4268.522653976653,-2949.000561287924,-1811.649974307936,8020.714571171156
