reg,var,beta,se,tstat,pvalue,stars,cov1,cov2,cov3,cov4,cov5,cov6,cov7,cov8,cov9,cov10,cov11,cov12,cov13,cov14,cov15,cov16,cov17,cov18,cov19,cov20,cov21,cov22,cov23,cov24,cov25,cov26,cov27,cov28,cov29,cov30,cov31,cov32,cov33,cov34,cov35,cov36,cov37,cov38,cov39,cov40,cov41
evreg1,wind_direction,-1.234626052255293,.0965338155866839,-12.78957062612576,7.24351952153e-36,***,1.779026213722012,1.515800732380773,1.226517797575508,.8913416916776616,.627421961887749,.3890230626894436,.2498861183417787,-.4141148063913823,-.6973811940031748,0,.0093187775517239,-.1771969890454127,.0238047240601603,.0277970169513625,-.0086774632884363,.0406431084074536,-.031931085788454,-.0244531036242839,-.132426164841582,.1072455603074804,-.1464395854281889,,,,,,,,,,,,,,,,,,,,
evreg1,av_wind_speed,52.65374314331381,6.471104872228385,8.136746998072063,7.63169937542e-16,***,-45.36474707568237,-40.90632005479935,-33.39179406808245,-27.86760600200904,-20.59242215684172,-13.0117879166274,-8.341948683749591,8.436777294435249,9.580978565415593,0,-.1771969890454127,41.87519826737794,-.7924690537543894,2.806421944746732,6.974886342347202,3.237012009941397,8.325846970408847,9.907339634408201,8.055473387389865,-3.243312235057788,3.983919382166654,,,,,,,,,,,,,,,,,,,,
evreg1,1bn.relative_year_bin_aux#1.treat,24.29837326037223,15.96899967155674,1.521596453136097,.1282914038966335,,.5572878398164176,-7.55230015171422,-5.897641706673679,-8.835539760141666,-6.022022276972979,-.6325157351680847,2.02102784925356,-2.007174578787311,-1.259216435134639,0,.0238047240601603,-.7924690537543894,255.0089505101793,203.6673833133505,213.3949686052711,189.5629763031575,150.6972886561385,71.75297836192374,44.9714756127205,56.23439723186264,119.7098923880801,,,,,,,,,,,,,,,,,,,,
evreg1,2.relative_year_bin_aux#1.treat,32.36651271998529,14.34404107410933,2.25644311479323,.0241661872409428,**,-16.16303763516991,-20.89659605233029,-17.36669222246202,-17.76757962563357,-13.04245735215334,-5.874272901151078,-.9038850849618932,.4804701179563683,2.123755624018571,0,.0277970169513625,2.806421944746732,203.6673833133505,205.7515143357355,195.0339033519341,174.3287370279748,134.2586710908617,67.37491722475771,33.74684723221645,60.08260551853571,112.8083614084718,,,,,,,,,,,,,,,,,,,,
evreg1,3.relative_year_bin_aux#1.treat,37.75909269854462,15.00695707484903,2.516105864114659,.0119550540939456,**,-28.63361176665367,-32.1132214120659,-26.87488562327874,-24.83150533030188,-17.45141859907728,-8.894706520814564,-2.110426795641268,2.210258855086621,7.39238766943764,0,-.0086774632884363,6.974886342347202,213.3949686052711,195.0339033519341,225.2087606463613,179.0097643784322,164.5664716140172,90.80910744242401,65.66436870527214,62.17191632351913,158.1056747146032,,,,,,,,,,,,,,,,,,,,
evreg1,4.relative_year_bin_aux#1.treat,29.88377725475532,13.56417553677498,2.203139967758077,.027715153136068,**,-8.763704885536258,-14.44574779892477,-11.83640466904523,-13.81482325949059,-9.625162108745936,-3.885656323684894,.4883769805043154,-2.182871241843793,-.7563983304851735,0,.0406431084074536,3.237012009941397,189.5629763031575,174.3287370279748,179.0097643784322,183.9868579924448,138.6693240390908,69.52266741512716,39.69566659807949,67.0983597593866,122.5397869132893,,,,,,,,,,,,,,,,,,,,
evreg1,5.relative_year_bin_aux#1.treat,45.31952029118213,13.14557759293903,3.447510767082985,.0005792061120388,***,-40.46131730271323,-40.02268364752793,-32.35873296631601,-28.34569657345242,-19.40099726461685,-9.207449785451129,-1.546227852829666,1.218003770503502,6.566006288639782,0,-.031931085788454,8.325846970408847,150.6972886561385,134.2586710908617,164.5664716140172,138.6693240390908,172.8062102519808,93.2697309184243,79.65224637757073,56.4033408937547,167.9305310074048,,,,,,,,,,,,,,,,,,,,
evreg1,6.relative_year_bin_aux#1.treat,14.4868195579778,9.43041694970934,1.53618017477205,.124675484260944,,-25.28272101728717,-24.2754610148042,-20.1681007354395,-17.19335965020187,-11.91059143194678,-6.515902624657296,-.5606661723841826,-.3758298533274539,3.642869884489659,0,-.0244531036242839,9.907339634408201,71.75297836192374,67.37491722475771,90.80910744242401,69.52266741512716,93.2697309184243,88.93276384536522,61.69434036295676,27.46761625277715,82.79911838120327,,,,,,,,,,,,,,,,,,,,
evreg1,7.relative_year_bin_aux#1.treat,30.91628292147934,9.458407478557399,3.268656271319229,.001101608761071,***,-55.2460323778198,-48.71293920040851,-40.41852947912426,-33.05226108962508,-24.7643798070358,-15.52726383190828,-7.794801614185181,9.609405752875036,18.60216351332554,0,-.132426164841582,8.055473387389865,44.9714756127205,33.74684723221645,65.66436870527214,39.69566659807949,79.65224637757073,61.69434036295676,89.46147203043054,11.7316469183855,104.3800804603968,,,,,,,,,,,,,,,,,,,,
evreg1,9.relative_year_bin_aux#1.treat,32.37647967539331,8.524036283021617,3.798256905579059,.0001507087140184,***,9.00021447005008,6.230502066273186,4.014795707493785,1.557928771439087,.5203718146310795,-.7638725753299382,1.184445322208651,-3.645932268133621,-1.675766390387735,0,.1072455603074804,-3.243312235057788,56.23439723186264,60.08260551853571,62.17191632351913,67.0983597593866,56.4033408937547,27.46761625277715,11.7316469183855,72.65919455426899,87.40966236049613,,,,,,,,,,,,,,,,,,,,
evreg1,10.relative_year_bin_aux#1.treat,80.53060836015982,18.08793788433044,4.452171876923758,9.03902536292e-06,***,-112.8475453382347,-99.64984215248531,-84.84230523209443,-70.91806405704938,-54.71609052415901,-36.24943467114795,-18.06686062082592,20.60622197214841,42.02527928798754,0,-.1464395854281889,3.983919382166654,119.7098923880801,112.8083614084718,158.1056747146032,122.5397869132893,167.9305310074048,82.79911838120327,104.3800804603968,87.40966236049613,327.1734969073963,,,,,,,,,,,,,,,,,,,,
evreg2,1bn.relative_year_bin_aux,-186.4378952677746,22.65675131743711,-8.228800883924082,3.65599926565e-16,***,513.3283802601882,441.0035272754093,370.935319840963,286.2600661705747,209.5560120179314,137.5968824569397,79.04402915792532,-108.3711449246526,-194.2148460215809,0,11.8655397973597,1.772808359339691,-45.24780681621246,2.88709210829788,-14.03830638341101,-27.51533474883598,-11.40674764311082,-42.21753473236463,-25.66749317775465,-56.03132092865226,9.147447654519626,-116.1531075396054,2.406304616898769,3.436810072641404,1.320494450737661,1.748699579227512,.7898537147258151,-1.113593425599606,-3.715884782675416,3.036820208935685,5.973013493026149,4.604157774429993,-4.004971937702578,-2.771520213597756,-1.263759438104584,5.607456835621241,3.94615989021929,.82559555396721,2.670951947433056,-1.462454841668126,6.278678234179084
