fe_id,control_sample,version,period,estimate,se,lower,upper
1,never,original,pre,-7.8070200888145,7.01875397965128,-21.563777888931,5.94973771130201
1,never,original,post,22.1194466296432,6.18976454166593,9.98750812797799,34.2513851313084
1,never,rotated,pre,1.9145452802916,1.6829308067308,-1.38399910090078,5.21308966148397
1,never,rotated,post,10.4535681867159,11.8413023583597,-12.7553844356691,33.6625208091009
2,never,original,pre,-1.72665685032727,6.49151283226862,-14.4500220015738,10.9967083009192
2,never,original,post,33.7163828081544,6.07259876277007,21.814089233125,45.6186763831837
2,never,rotated,pre,4.90910853490892,1.59699460099528,1.77899911695817,8.03921795285967
2,never,rotated,post,25.7534643458709,10.9192138817115,4.35180513771641,47.1551235540255
3,never,original,pre,-19.1629073748339,7.90078937531182,-34.6484545504451,-3.67736019922275
3,never,original,post,17.1551042742051,7.30062581505528,2.84587767669673,31.4643308717134
3,never,rotated,pre,2.44084989317813,1.67594987113705,-0.844011854250488,5.72571164060675
3,never,rotated,post,-8.76940444740937,13.3359541329805,-34.9078745480511,17.3690656532323
4,never,original,pre,31.3500898697317,7.23694037750388,17.1656867298241,45.5344930096393
4,never,original,post,57.7212090486674,6.79759431325147,44.3979241946945,71.0444939026402
4,never,rotated,pre,6.53898543232317,1.88301843489393,2.84826929993108,10.2297015647153
4,never,rotated,post,87.4945343735575,12.6598351188254,62.6812575406597,112.307811206455
5,never,original,pre,-7.19112457424562,8.33534939569871,-23.5284093898151,9.14616024132385
5,never,original,post,5.07016957611097,6.87905374649712,-8.41277576702338,18.5531149192453
5,never,rotated,pre,1.32970643500783,1.76795153872138,-2.13547858088607,4.79489145090174
5,never,rotated,post,-5.15482763499318,14.5494080839093,-33.6716674794554,23.3620122094691
6,never,original,pre,1.99079151839929,6.00732717294388,-9.78356974057072,13.7651527773693
6,never,original,post,12.8388495288226,6.00860154539847,1.06199049984156,24.6157085578035
6,never,rotated,pre,1.28018642922194,1.51362972970616,-1.68652784100214,4.24690069944601
6,never,rotated,post,13.6915756358354,10.3520202195465,-6.59838399447571,33.9815352661465
7,never,original,pre,-6.75359702263844,6.75204348338168,-19.9876022500665,6.48040820478966
7,never,original,post,28.9885882193653,6.80769968169682,15.6454968432395,42.331679595491
7,never,rotated,pre,4.85814264214574,1.60329274699857,1.71568885802855,8.00059642626292
7,never,rotated,post,15.0545006216243,11.4026614019808,-7.29471572625819,37.4037169695067
8,never,original,pre,16.6305938248894,6.52387196480574,3.8438047738702,29.4173828759087
8,never,original,post,50.4196359806486,6.49970852521364,37.6802072712298,63.1590646900673
8,never,rotated,pre,6.06906668412204,1.73982864079125,2.65900254817119,9.47913082007289
8,never,rotated,post,63.0934685495694,11.375333807796,40.7978142862892,85.3891228128496
9,never,original,pre,-6.96891937977167,7.55979736409085,-21.7861222133897,7.84828345384641
9,never,original,post,8.33951632971119,6.47968995019685,-4.36067597267463,21.039708632097
9,never,rotated,pre,4.50915746980619,1.61431250782457,1.34510495447002,7.67320998514235
9,never,rotated,post,-5.43417588978223,13.2218577650931,-31.3490171093648,20.4806653298003
10,never,original,pre,1.94523736197187,5.86748091607476,-9.55502523353467,13.4454999574784
10,never,original,post,11.3469313655726,5.91999324323512,-0.256255391168237,22.9501181223134
10,never,rotated,pre,0.844044640259017,1.49847217268514,-2.09296081820386,3.7810500987219
10,never,rotated,post,12.668362631628,10.093359592031,-7.11462216875275,32.4513474320088
11,never,original,pre,15.5493800592569,7.72201475374433,0.414231141918032,30.6845289765958
11,never,original,post,59.9661018911246,7.89763890933692,44.4867296288242,75.4454741534249
11,never,rotated,pre,6.95851615493136,1.86993872566348,3.29343625263094,10.6235960572318
11,never,rotated,post,70.2751385763152,13.4298794851002,43.9525747855189,96.5977023671116
12,never,original,pre,-55.4557835132788,10.5911592203444,-76.2144555851538,-34.6971114414038
12,never,original,post,-24.5647292894942,7.44894122339338,-39.1646540873452,-9.9648044916432
12,never,rotated,pre,-1.29183651399763,1.72893081254909,-4.68054090659384,2.09686787859857
12,never,rotated,post,-89.5614656886316,18.2842119631414,-125.398521136389,-53.7244102408745
13,never,original,pre,2.17304470990564,6.03605237527517,-9.65761794563369,14.003707365445
13,never,original,post,12.789322382052,6.03111563091608,0.968335745456512,24.6103090186475
13,never,rotated,pre,1.31700513447548,1.51906248276298,-1.66035733173996,4.29436760069092
13,never,rotated,post,13.8165698725682,10.4138290308962,-6.59453502798839,34.2276747731248
14,never,original,pre,24.0910335167242,7.65964657570857,9.07812622833537,39.103940805113
14,never,original,post,27.4577648713346,6.87074267596129,13.9911092264505,40.9244205162187
14,never,rotated,pre,6.97006614960763,1.99540420315887,3.05907391141625,10.881058387799
14,never,rotated,post,48.0029257118745,13.3753462435188,21.7872470745776,74.2186043491713
15,never,original,pre,1.99079151113011,6.00732909188668,-9.78357350896778,13.765156531228
15,never,original,post,12.8388495276889,6.00859210266546,1.06200900646456,24.6156900489132
15,never,rotated,pre,1.28018642905237,1.51362887692568,-1.68652616972196,4.2468990278267
15,never,rotated,post,13.6915756261822,10.3520150940449,-6.59837395814586,33.9815252105102
16,never,original,pre,1.99079151840751,6.00734255400509,-9.78359988744247,13.7651829242575
16,never,original,post,12.83884952883,6.00861692972831,1.06196034656253,24.6157387110975
16,never,rotated,pre,1.28018642922484,1.51363360517768,-1.68653543692341,4.24690829537309
16,never,rotated,post,13.6915756358492,10.3520467247007,-6.59843594456421,33.9815872162626
17,never,original,pre,9.89098612778171,6.83239853771976,-3.50051500614903,23.2824872617124
17,never,original,post,51.2134594270619,7.276802567869,36.9509263940386,65.4759924600851
17,never,rotated,pre,6.55102681860186,1.75149852792076,3.11808970387717,9.98396393332655
17,never,rotated,post,55.2214105980777,11.7932208687609,32.1066976953063,78.3361235008491
18,never,original,pre,-42.5128908827656,8.9337513463107,-60.0230435215346,-25.0027382439966
18,never,original,post,-14.6689389014436,6.69532921284358,-27.791784158617,-1.5460936442702
18,never,rotated,pre,0.500566502180033,1.73053381670021,-2.89127977855238,3.89241278291245
18,never,rotated,post,-66.2850877633784,15.2451092097437,-96.165501814476,-36.4046737122807
