fe_id,control_sample,version,time,beta,se,lower,upper
1,never,original,-5,-9.55986480949642,9.0136959611351,-27.2267088933212,8.10697927432837
1,never,original,-4,-28.3803990015439,9.8257177366022,-47.6388057652842,-9.12199223780361
1,never,original,-3,0.009688357561942,8.90784614369655,-17.4496900840833,17.4690667992072
1,never,original,-2,6.70249509822039,7.83179848873289,-8.64782993969607,22.0528201361369
1,never,original,-1,0,0,0,0
1,never,original,0,9.5385764648882,7.31234700036288,-4.79362365582304,23.8707765855995
1,never,original,1,33.1274340009383,8.20351498319875,17.0485446338687,49.2063233680078
1,never,original,2,14.9335448549641,10.4354095510559,-5.51985786510544,35.3869475750337
1,never,original,3,42.1091578107139,9.62361418535594,23.2468740074162,60.9714416140115
1,never,original,4,10.8885200167115,9.16864021270407,-7.08201480018842,28.8590548336115
1,never,rotated,-5,5.99463978107333,9.0136959611351,-11.6722043027515,23.6614838648981
1,never,rotated,-4,-16.7145205586166,9.8257177366022,-35.9729273223569,2.54388620512371
1,never,rotated,-3,7.78694065284682,8.90784614369655,-9.67243778879843,25.2463190944921
1,never,rotated,-2,10.5911212458628,7.83179848873289,-4.75920379205363,25.9414462837793
1,never,rotated,-1,0,0,0,0
1,never,rotated,0,5.64995031724576,7.31234700036288,-8.68224980346548,19.982150437957
1,never,rotated,1,25.3501817056534,8.20351498319875,9.27129233858386,41.4290710727229
1,never,rotated,2,3.26766641203681,10.4354095510559,-17.1857363080328,23.7210691321064
1,never,rotated,3,26.5546532201441,9.62361418535594,7.69236941684646,45.4169370234418
1,never,rotated,4,-8.55461072150064,9.16864021270407,-26.5251455384006,9.41592409539933
2,never,original,-5,-15.7634271266094,9.63290961627492,-34.6439299745083,3.11707572128941
2,never,original,-4,-22.708046171765,10.8108454518121,-43.8973032573167,-1.51878908621332
2,never,original,-3,19.9838165018331,7.57024643429297,5.14613349061891,34.8214995130474
2,never,original,-2,11.5810293952322,7.07982416110467,-2.29542596053292,25.4574847509974
2,never,original,-1,0,0,0,0
2,never,original,0,25.7648105086176,7.56147123852997,10.9443268810989,40.5852941361364
2,never,original,1,46.2300498063045,7.80158456391627,30.9389440610287,61.5211555515804
2,never,original,2,41.2527944723055,9.54217929518763,22.5501230537378,59.9554658908733
2,never,original,3,43.0185214180448,9.07928917355247,25.2231146378819,60.8139281982076
2,never,original,4,12.3157378354994,8.44917228513547,-4.24463984336615,28.8761155143649
2,never,rotated,-5,-5.14620251023153,9.63290961627492,-24.0267053581304,13.7343003376673
2,never,rotated,-4,-14.7451277094816,10.8108454518121,-35.9343847950333,6.44412937607011
2,never,rotated,-3,25.2924288100221,7.57024643429297,10.4547457988079,40.1301118212363
2,never,rotated,-2,14.2353355493267,7.07982416110467,0.358880193561559,28.1117909050919
2,never,rotated,-1,0,0,0,0
2,never,rotated,0,23.1105043545231,7.56147123852997,8.2900207270044,37.9309879820419
2,never,rotated,1,40.9214374981156,7.80158456391627,25.6303317528397,56.2125432433915
2,never,rotated,2,33.2898760100221,9.54217929518763,14.5872045914543,51.9925474285899
2,never,rotated,3,32.4012968016669,9.07928917355247,14.605890021504,50.1967035818297
2,never,rotated,4,-0.955792934973012,8.44917228513547,-17.5161706138385,15.6045847438925
3,never,original,-5,-29.543266217669,11.8919973479461,-52.8515810196433,-6.23495141569461
3,never,original,-4,-41.7637204436157,10.9896185183734,-63.3033727396276,-20.2240681476038
3,never,original,-3,-10.4362181765705,8.88163119279418,-27.8442153144471,6.97177896130606
3,never,original,-2,5.09157533851956,7.73647541499814,-10.0719164748768,20.2550671519159
3,never,original,-1,0,0,0,0
3,never,original,0,13.9925795447345,7.59425142671099,-0.892153251619032,28.877312341088
3,never,original,1,37.1270690937959,9.00134494614687,19.484432999348,54.7697051882438
3,never,original,2,10.7946878734299,11.1229617229058,-11.0063171034655,32.5956928503253
3,never,original,3,29.1760868237973,10.9023775566943,7.80742681267637,50.5447468349182
3,never,original,4,-5.31490196473218,10.5611641538746,-26.0147837063265,15.3849797768621
3,never,rotated,-5,5.02274541115031,11.8919973479461,-18.285569390824,28.3310602131247
3,never,rotated,-4,-15.8392117220013,10.9896185183734,-37.3788640180132,5.70044057401062
3,never,rotated,-3,6.8467876378391,8.88163119279418,-10.5612095000375,24.2547847757157
3,never,rotated,-2,13.7330782457244,7.73647541499814,-1.43041356767199,28.8965700591207
3,never,rotated,-1,0,0,0,0
3,never,rotated,0,5.35107663752968,7.59425142671099,-9.53365615882385,20.2358094338832
3,never,rotated,1,19.8440632793863,9.00134494614687,2.2014271849384,37.4866993738341
3,never,rotated,2,-15.1298208481845,11.1229617229058,-36.9308258250799,6.67118412871085
3,never,rotated,3,-5.389924805022,10.9023775566943,-26.7585848161429,15.9787352060989
3,never,rotated,4,-48.5224165007563,10.5611641538746,-69.2222982423506,-27.822534759162
4,never,original,-5,28.6003814558137,9.49512928804491,9.98992805124564,47.2108348603817
4,never,original,-4,23.6931642255953,9.46434342356352,5.14305111541078,42.2432773357798
4,never,original,-3,39.1454209513437,9.57062377782095,20.3869983468146,57.9038435558728
4,never,original,-2,33.961392846174,8.5898873110725,17.1252137164719,50.7975719758762
4,never,original,-1,0,0,0,0
4,never,original,0,53.4211945010593,8.39749401178129,36.9621062379679,69.8802827641506
4,never,original,1,91.9974992350817,9.7224603727131,72.9414769045641,111.053521565599
4,never,original,2,58.6626164259928,10.6976432182208,37.6952357182801,79.6299971337055
4,never,original,3,71.4934380975411,10.1261692230349,51.6461464203927,91.3407297746896
4,never,original,4,13.0312969836619,9.18499040067141,-4.97128420165405,31.0338781689779
4,never,rotated,-5,-11.0973856440399,9.49512928804491,-29.707839048608,7.51306776052812
4,never,rotated,-4,-6.08016109929492,9.46434342356352,-24.6302742094794,12.4699520108896
4,never,rotated,-3,19.2965374014169,9.57062377782095,0.538114796887822,38.0549600059459
4,never,rotated,-2,24.0369510712107,8.5898873110725,7.20077194150855,40.8731302009127
4,never,rotated,-1,0,0,0,0
4,never,rotated,0,63.3456362760227,8.39749401178129,46.8865480129313,79.804724539114
4,never,rotated,1,111.846382785009,9.7224603727131,92.7903604544908,130.902405115526
4,never,rotated,2,88.435941750883,10.6976432182208,67.4685610431703,109.403322458596
4,never,rotated,3,111.191205197395,10.1261692230349,91.3439135202463,131.038496874543
4,never,rotated,4,62.6535058584789,9.18499040067141,44.6509246731629,80.6560870437949
5,never,original,-5,-7.48782126225238,11.803845321854,-30.6233580930863,15.6477155685815
5,never,original,-4,-24.070257232764,12.0931324214237,-47.7727967787544,-0.367717686773528
5,never,original,-3,-2.88149556177394,9.42455562979904,-21.3536245961801,15.5906334726322
5,never,original,-2,5.67507575980778,7.96366612726913,-9.93370984963972,21.2838613692553
5,never,original,-1,0,0,0,0
5,never,original,0,11.3042869021319,10.0515242187191,-8.39670056655751,31.0052743708213
5,never,original,1,33.512314842335,8.60743087851393,16.6417503204477,50.3828793642223
5,never,original,2,-5.11336051725152,9.97951491395916,-24.6732097486115,14.4464887141084
5,never,original,3,10.4146441574803,10.255842323536,-9.68680679665039,30.5160951116109
5,never,original,4,-24.7670375041408,10.507957407839,-45.3626340235052,-4.17144098477631
5,never,rotated,-5,6.14550835255315,11.803845321854,-16.9900284782807,29.281045183387
