reg,var,beta,ymean,cov1,cov2,cov3,cov4,cov5,cov6,cov7,cov8,cov9,cov10,cov11,cov12,cov13,cov14,cov15,cov16,cov17,cov18,cov19,cov20,cov21
evreg1,1bn.relative_year_bin_aux,18.15708931708626,119.8473350931087,26.29689963386508,8.090939934223364,8.559777878523441,5.061526581234328,5.786556964207985,6.387149044765663,5.977548987942161,4.439839829910306,3.567425281158828,0,-.0207643830733719,-.3362065609585396,-26.40452399143415,-8.112057484318637,-8.532470441571835,-5.036468685149773,-5.686995602832233,-6.318989857318382,-5.865135627863182,-4.402201398507795,-3.511986243206259
evreg1,2.relative_year_bin_aux,29.9367093933368,119.8473350931087,8.090939934223364,41.53934957659817,11.9925818005055,8.84310514633656,13.36652541601771,-.7935265589649508,8.863812667362668,7.211927918247,6.918530954139226,0,-.0848907352794148,2.586418222733946,-8.438620856034339,-41.35426005698255,-11.82829900002065,-8.807871008736379,-12.95730392945398,1.020523905654454,-8.333368273584448,-6.945405655318535,-6.437015323468382
evreg1,3.relative_year_bin_aux,18.47398468922384,119.8473350931087,8.559777878523441,11.9925818005055,23.04254596196365,6.357181124388854,7.776081164341168,9.325764668942297,7.987807373857068,7.393748573384922,6.932610240863363,0,-.0115268592766274,.7673811540065252,-8.521141722391496,-11.83809651232623,-22.96769366385581,-6.354467797010037,-7.709472491501405,-9.291617880968348,-7.90153904987068,-7.374681661915973,-6.83378543881961
evreg1,4.relative_year_bin_aux,-12.25137685028519,119.8473350931087,5.061526581234328,8.84310514633656,6.357181124388854,11.03949306195094,6.044129501932885,7.524875993004084,6.803208161653859,6.957584262235852,6.393299373335338,0,.0300311061227489,-1.95650536622827,-4.962923935402826,-8.949314556209217,-6.420963564881268,-11.03658679598089,-6.193352174513928,-7.600244550651866,-7.009892913413288,-7.081243893719531,-6.619814193382692
evreg1,6.relative_year_bin_aux,2.349834701215793,119.8473350931087,5.786556964207985,13.36652541601771,7.776081164341168,6.044129501932885,13.17830502341745,5.191395553765167,8.87198800444763,6.41201186047754,5.842015753594001,0,.0155481589077531,-1.671470024085919,-5.584640734590272,-13.23609724551293,-7.747033268562935,-6.045893884988674,-13.26100770004638,-5.272199299417626,-8.982033992045929,-6.512510574449784,-5.920345827262214
evreg1,7.relative_year_bin_aux,-19.64557690009575,119.8473350931087,6.387149044765663,-.7935265589649508,9.325764668942297,7.524875993004084,5.191395553765167,24.60530547769437,11.81216097908693,6.054080624133189,8.581284190769178,0,.0817118570592642,-4.052441079523557,-5.939922711795175,.7454055269510892,-9.430970902502818,-7.549667567562437,-5.599328109307164,-24.85551268978043,-12.34168778399293,-6.35887620995637,-9.05050837217966
evreg1,8.relative_year_bin_aux,-10.24174937483119,119.8473350931087,5.977548987942161,8.863812667362668,7.987807373857068,6.803208161653859,8.87198800444763,11.81216097908693,31.98261092104186,16.45162841131209,11.87429080951864,0,.0236929308005452,-1.327491880879073,-5.719309118078876,-8.718979883704042,-7.966462156845455,-6.820464182069801,-8.988961185250298,-11.92525408065195,-32.12527398411183,-16.55860522747522,-11.96000360054941
evreg1,9.relative_year_bin_aux,-42.25627209204039,119.8473350931087,4.439839829910306,7.211927918247,7.393748573384922,6.957584262235852,6.41201186047754,6.054080624133189,16.45162841131209,31.81316041334345,17.42322336389491,0,.0911540572085028,-3.631282307830619,-3.949408655491033,-7.263430865121903,-7.518982577544438,-6.998002053816371,-6.861944817231309,-6.345340209265135,-17.02775065314732,-32.12920798001809,-17.91384808210425
evreg1,10.relative_year_bin_aux,-12.6684747388617,119.8473350931087,3.567425281158828,6.918530954139226,6.932610240863363,6.393299373335338,5.842015753594001,8.581284190769178,11.87429080951864,17.42322336389491,21.80647683926766,0,.0361147025027136,-1.565818249519165,-3.29130262231654,-6.853939588425045,-6.961748322092411,-6.422683868855061,-6.031739465710984,-8.733758743649416,-12.09947557457718,-17.54663529162693,-21.94825874509051
evreg1,1o.treat,0,119.8473350931087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
